Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90133015505/90133015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90133015505/90133015505Aligned.out.bam.junc
100000 valid, 8541 problematic spliced reads
4700000 valid, 403739 problematic spliced reads
4800000 valid, 412408 problematic spliced reads
4900000 valid, 421276 problematic spliced reads
5000000 valid, 430002 problematic spliced reads
5100000 valid, 438522 problematic spliced reads
5200000 valid, 447102 problematic spliced reads
5300000 valid, 455721 problematic spliced reads
5400000 valid, 464340 problematic spliced reads
5500000 valid, 472966 problematic spliced reads
5600000 valid, 481424 problematic spliced reads
5700000 valid, 490094 problematic spliced reads
5800000 valid, 498586 problematic spliced reads
5900000 valid, 507075 problematic spliced reads
6000000 valid, 515932 problematic spliced reads
6100000 valid, 524552 problematic spliced reads
6200000 valid, 533207 problematic spliced reads
6300000 valid, 541772 problematic spliced reads
6400000 valid, 550339 problematic spliced reads
6500000 valid, 558817 problematic spliced reads
6600000 valid, 567480 problematic spliced reads
6700000 valid, 576066 problematic spliced reads
6800000 valid, 584565 problematic spliced reads
6900000 valid, 593159 problematic spliced reads
7000000 valid, 601754 problematic spliced reads
7100000 valid, 610452 problematic spliced reads
7200000 valid, 618980 problematic spliced reads
7300000 valid, 627695 problematic spliced reads
7400000 valid, 636386 problematic spliced reads
7500000 valid, 644939 problematic spliced reads
7600000 valid, 653502 problematic spliced reads
7700000 valid, 661952 problematic spliced reads
7800000 valid, 670432 problematic spliced reads
7900000 valid, 678961 problematic spliced reads
8000000 valid, 687434 problematic spliced reads
8100000 valid, 696009 problematic spliced reads
8200000 valid, 704582 problematic spliced reads
8300000 valid, 713082 problematic spliced reads
8400000 valid, 721510 problematic spliced reads
8500000 valid, 729977 problematic spliced reads
8600000 valid, 738641 problematic spliced reads
8700000 valid, 747266 problematic spliced reads
8800000 valid, 755751 problematic spliced reads
8900000 valid, 764119 problematic spliced reads
9000000 valid, 772449 problematic spliced reads
9100000 valid, 781024 problematic spliced reads
9200000 valid, 789493 problematic spliced reads
9300000 valid, 797991 problematic spliced reads
9400000 valid, 806599 problematic spliced reads
9500000 valid, 815025 problematic spliced reads
9600000 valid, 823542 problematic spliced reads
9700000 valid, 832151 problematic spliced reads
9800000 valid, 840742 problematic spliced reads
9900000 valid, 849376 problematic spliced reads
10000000 valid, 857978 problematic spliced reads
10100000 valid, 866786 problematic spliced reads
10200000 valid, 875460 problematic spliced reads
10300000 valid, 884010 problematic spliced reads
10400000 valid, 892732 problematic spliced reads
10500000 valid, 901421 problematic spliced reads
10600000 valid, 910006 problematic spliced reads
10700000 valid, 918570 problematic spliced reads
10800000 valid, 927085 problematic spliced reads
10900000 valid, 935536 problematic spliced reads
11000000 valid, 944032 problematic spliced reads
11100000 valid, 952660 problematic spliced reads
11200000 valid, 961286 problematic spliced reads
11300000 valid, 970106 problematic spliced reads
11400000 valid, 978696 problematic spliced reads
11500000 valid, 987479 problematic spliced reads
11600000 valid, 996263 problematic spliced reads
11700000 valid, 1004864 problematic spliced reads
11800000 valid, 1013566 problematic spliced reads
11900000 valid, 1022328 problematic spliced reads
12000000 valid, 1030989 problematic spliced reads
12100000 valid, 1039667 problematic spliced reads
12200000 valid, 1048147 problematic spliced reads
12300000 valid, 1056835 problematic spliced reads
12400000 valid, 1065642 problematic spliced reads
12500000 valid, 1074366 problematic spliced reads
12600000 valid, 1083202 problematic spliced reads
12700000 valid, 1091960 problematic spliced reads
12800000 valid, 1100596 problematic spliced reads
12900000 valid, 1109270 problematic spliced reads
13000000 valid, 1117884 problematic spliced reads
13100000 valid, 1126647 problematic spliced reads
13200000 valid, 1135329 problematic spliced reads
13300000 valid, 1144030 problematic spliced reads
13400000 valid, 1152531 problematic spliced reads
13500000 valid, 1161231 problematic spliced reads
13600000 valid, 1169923 problematic spliced reads
13700000 valid, 1178589 problematic spliced reads
13800000 valid, 1187203 problematic spliced reads
13900000 valid, 1195887 problematic spliced reads
14000000 valid, 1204634 problematic spliced reads
14100000 valid, 1213218 problematic spliced reads
14200000 valid, 1221873 problematic spliced reads
14300000 valid, 1230484 problematic spliced reads
14400000 valid, 1239211 problematic spliced reads
14500000 valid, 1247864 problematic spliced reads
14600000 valid, 1256552 problematic spliced reads
14700000 valid, 1265165 problematic spliced reads
14800000 valid, 1273884 problematic spliced reads
14900000 valid, 1282613 problematic spliced reads
15000000 valid, 1291187 problematic spliced reads
15100000 valid, 1299920 problematic spliced reads
15200000 valid, 1308560 problematic spliced reads
15300000 valid, 1316930 problematic spliced reads
15400000 valid, 1325634 problematic spliced reads
15500000 valid, 1334299 problematic spliced reads
15600000 valid, 1342914 problematic spliced reads
15700000 valid, 1351683 problematic spliced reads
15800000 valid, 1360349 problematic spliced reads
15900000 valid, 1368920 problematic spliced reads
16000000 valid, 1377501 problematic spliced reads
16100000 valid, 1386046 problematic spliced reads
16200000 valid, 1394834 problematic spliced reads
16300000 valid, 1403428 problematic spliced reads
16400000 valid, 1412010 problematic spliced reads
16500000 valid, 1420632 problematic spliced reads
16600000 valid, 1429398 problematic spliced reads
16700000 valid, 1438049 problematic spliced reads
16800000 valid, 1446448 problematic spliced reads
16900000 valid, 1455076 problematic spliced reads
17000000 valid, 1463622 problematic spliced reads
17100000 valid, 1472162 problematic spliced reads
17200000 valid, 1480825 problematic spliced reads
17300000 valid, 1489479 problematic spliced reads
17400000 valid, 1498228 problematic spliced reads
17500000 valid, 1506698 problematic spliced reads
17600000 valid, 1515286 problematic spliced reads
17700000 valid, 1523933 problematic spliced reads
17800000 valid, 1532657 problematic spliced reads
17900000 valid, 1541307 problematic spliced reads
18000000 valid, 1549889 problematic spliced reads
18100000 valid, 1558430 problematic spliced reads
18200000 valid, 1567060 problematic spliced reads
18300000 valid, 1575696 problematic spliced reads
18400000 valid, 1584268 problematic spliced reads
18500000 valid, 1592750 problematic spliced reads
18600000 valid, 1601489 problematic spliced reads
18700000 valid, 1610263 problematic spliced reads
18800000 valid, 1618830 problematic spliced reads
18900000 valid, 1627343 problematic spliced reads
19000000 valid, 1635903 problematic spliced reads
19100000 valid, 1644644 problematic spliced reads
19200000 valid, 1653445 problematic spliced reads
19300000 valid, 1661989 problematic spliced reads
19400000 valid, 1670461 problematic spliced reads
19500000 valid, 1679051 problematic spliced reads
19600000 valid, 1687655 problematic spliced reads
19700000 valid, 1696165 problematic spliced reads
19800000 valid, 1704641 problematic spliced reads
19900000 valid, 1713463 problematic spliced reads
20000000 valid, 1721897 problematic spliced reads
20100000 valid, 1730543 problematic spliced reads
20200000 valid, 1739244 problematic spliced reads
20300000 valid, 1748063 problematic spliced reads
20400000 valid, 1756788 problematic spliced reads
20500000 valid, 1765459 problematic spliced reads
20600000 valid, 1774225 problematic spliced reads
20700000 valid, 1782854 problematic spliced reads
20800000 valid, 1791416 problematic spliced reads
20900000 valid, 1800063 problematic spliced reads
21000000 valid, 1808733 problematic spliced reads
21100000 valid, 1817444 problematic spliced reads
21200000 valid, 1826035 problematic spliced reads
21300000 valid, 1834687 problematic spliced reads
21400000 valid, 1843229 problematic spliced reads
21500000 valid, 1851777 problematic spliced reads
21600000 valid, 1860310 problematic spliced reads
21700000 valid, 1869025 problematic spliced reads
