Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90127015505/90127015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90127015505/90127015505Aligned.out.bam.junc
100000 valid, 8701 problematic spliced reads
10200000 valid, 912298 problematic spliced reads
10300000 valid, 921197 problematic spliced reads
10400000 valid, 930032 problematic spliced reads
10500000 valid, 938947 problematic spliced reads
10600000 valid, 947912 problematic spliced reads
10700000 valid, 956867 problematic spliced reads
10800000 valid, 965788 problematic spliced reads
10900000 valid, 974709 problematic spliced reads
11000000 valid, 983749 problematic spliced reads
11100000 valid, 992516 problematic spliced reads
11200000 valid, 1001573 problematic spliced reads
11300000 valid, 1010609 problematic spliced reads
11400000 valid, 1019624 problematic spliced reads
11500000 valid, 1028597 problematic spliced reads
11600000 valid, 1037689 problematic spliced reads
11700000 valid, 1046700 problematic spliced reads
11800000 valid, 1055669 problematic spliced reads
11900000 valid, 1064586 problematic spliced reads
12000000 valid, 1073623 problematic spliced reads
12100000 valid, 1082594 problematic spliced reads
12200000 valid, 1091307 problematic spliced reads
12300000 valid, 1100156 problematic spliced reads
12400000 valid, 1109270 problematic spliced reads
12500000 valid, 1118267 problematic spliced reads
12600000 valid, 1127106 problematic spliced reads
12700000 valid, 1135977 problematic spliced reads
12800000 valid, 1145101 problematic spliced reads
12900000 valid, 1154108 problematic spliced reads
13000000 valid, 1163028 problematic spliced reads
13100000 valid, 1171928 problematic spliced reads
13200000 valid, 1180864 problematic spliced reads
13300000 valid, 1189915 problematic spliced reads
13400000 valid, 1199011 problematic spliced reads
13500000 valid, 1207963 problematic spliced reads
13600000 valid, 1216948 problematic spliced reads
13700000 valid, 1225978 problematic spliced reads
13800000 valid, 1234996 problematic spliced reads
13900000 valid, 1243848 problematic spliced reads
14000000 valid, 1252828 problematic spliced reads
14100000 valid, 1261822 problematic spliced reads
14200000 valid, 1270702 problematic spliced reads
14300000 valid, 1279718 problematic spliced reads
14400000 valid, 1288903 problematic spliced reads
14500000 valid, 1298032 problematic spliced reads
14600000 valid, 1307188 problematic spliced reads
14700000 valid, 1316124 problematic spliced reads
14800000 valid, 1325215 problematic spliced reads
14900000 valid, 1334191 problematic spliced reads
15000000 valid, 1343139 problematic spliced reads
15100000 valid, 1351860 problematic spliced reads
15200000 valid, 1360977 problematic spliced reads
15300000 valid, 1369899 problematic spliced reads
15400000 valid, 1378763 problematic spliced reads
15500000 valid, 1387892 problematic spliced reads
15600000 valid, 1397012 problematic spliced reads
15700000 valid, 1406020 problematic spliced reads
15800000 valid, 1414997 problematic spliced reads
15900000 valid, 1424108 problematic spliced reads
16000000 valid, 1433128 problematic spliced reads
16100000 valid, 1442253 problematic spliced reads
16200000 valid, 1451294 problematic spliced reads
16300000 valid, 1460155 problematic spliced reads
16400000 valid, 1469186 problematic spliced reads
16500000 valid, 1478280 problematic spliced reads
16600000 valid, 1487387 problematic spliced reads
16700000 valid, 1496276 problematic spliced reads
16800000 valid, 1505238 problematic spliced reads
16900000 valid, 1514171 problematic spliced reads
17000000 valid, 1523110 problematic spliced reads
17100000 valid, 1532105 problematic spliced reads
17200000 valid, 1540913 problematic spliced reads
17300000 valid, 1549880 problematic spliced reads
17400000 valid, 1558683 problematic spliced reads
17500000 valid, 1567572 problematic spliced reads
17600000 valid, 1576496 problematic spliced reads
17700000 valid, 1585592 problematic spliced reads
17800000 valid, 1594593 problematic spliced reads
17900000 valid, 1603458 problematic spliced reads
18000000 valid, 1612313 problematic spliced reads
18100000 valid, 1621087 problematic spliced reads
18200000 valid, 1630323 problematic spliced reads
18300000 valid, 1639209 problematic spliced reads
18400000 valid, 1648156 problematic spliced reads
18500000 valid, 1657049 problematic spliced reads
18600000 valid, 1665858 problematic spliced reads
18700000 valid, 1674762 problematic spliced reads
18800000 valid, 1683630 problematic spliced reads
18900000 valid, 1692578 problematic spliced reads
19000000 valid, 1701472 problematic spliced reads
19100000 valid, 1710329 problematic spliced reads
19200000 valid, 1719221 problematic spliced reads
19300000 valid, 1727961 problematic spliced reads
19400000 valid, 1736853 problematic spliced reads
19500000 valid, 1745776 problematic spliced reads
19600000 valid, 1754858 problematic spliced reads
19700000 valid, 1763622 problematic spliced reads
19800000 valid, 1772602 problematic spliced reads
19900000 valid, 1781629 problematic spliced reads
20000000 valid, 1790560 problematic spliced reads
20100000 valid, 1799314 problematic spliced reads
20200000 valid, 1808110 problematic spliced reads
20300000 valid, 1817145 problematic spliced reads
20400000 valid, 1825960 problematic spliced reads
20500000 valid, 1834703 problematic spliced reads
20600000 valid, 1843549 problematic spliced reads
20700000 valid, 1852360 problematic spliced reads
20800000 valid, 1861232 problematic spliced reads
20900000 valid, 1870145 problematic spliced reads
21000000 valid, 1878917 problematic spliced reads
21100000 valid, 1888096 problematic spliced reads
21200000 valid, 1896970 problematic spliced reads
21300000 valid, 1906090 problematic spliced reads
21400000 valid, 1915056 problematic spliced reads
21500000 valid, 1923998 problematic spliced reads
21600000 valid, 1932752 problematic spliced reads
21700000 valid, 1941651 problematic spliced reads
21800000 valid, 1950694 problematic spliced reads
21900000 valid, 1959819 problematic spliced reads
22000000 valid, 1968824 problematic spliced reads
22100000 valid, 1977738 problematic spliced reads
22200000 valid, 1986835 problematic spliced reads
22300000 valid, 1995738 problematic spliced reads
22400000 valid, 2004766 problematic spliced reads
22500000 valid, 2013700 problematic spliced reads
22600000 valid, 2022667 problematic spliced reads
22700000 valid, 2031784 problematic spliced reads
22800000 valid, 2040711 problematic spliced reads
22900000 valid, 2049584 problematic spliced reads
23000000 valid, 2058659 problematic spliced reads
23100000 valid, 2067573 problematic spliced reads
23200000 valid, 2076544 problematic spliced reads
23300000 valid, 2085368 problematic spliced reads
23400000 valid, 2094208 problematic spliced reads
23500000 valid, 2103142 problematic spliced reads
23600000 valid, 2111965 problematic spliced reads
23700000 valid, 2120765 problematic spliced reads
23800000 valid, 2129803 problematic spliced reads
23900000 valid, 2138815 problematic spliced reads
24000000 valid, 2147819 problematic spliced reads
24100000 valid, 2156803 problematic spliced reads
24200000 valid, 2165916 problematic spliced reads
24300000 valid, 2174969 problematic spliced reads
24400000 valid, 2183835 problematic spliced reads
24500000 valid, 2192648 problematic spliced reads
24600000 valid, 2201544 problematic spliced reads
24700000 valid, 2210705 problematic spliced reads
24800000 valid, 2219565 problematic spliced reads
24900000 valid, 2228337 problematic spliced reads
25000000 valid, 2237201 problematic spliced reads
25100000 valid, 2246220 problematic spliced reads
25200000 valid, 2255394 problematic spliced reads
25300000 valid, 2264511 problematic spliced reads
25400000 valid, 2273562 problematic spliced reads
25500000 valid, 2282454 problematic spliced reads
25600000 valid, 2291448 problematic spliced reads
25700000 valid, 2300314 problematic spliced reads
25800000 valid, 2309035 problematic spliced reads
