Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90028015505/90028015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90028015505/90028015505Aligned.out.bam.junc
100000 valid, 8749 problematic spliced reads
11400000 valid, 984604 problematic spliced reads
11500000 valid, 993335 problematic spliced reads
11600000 valid, 1001982 problematic spliced reads
11700000 valid, 1010716 problematic spliced reads
11800000 valid, 1019345 problematic spliced reads
11900000 valid, 1027906 problematic spliced reads
12000000 valid, 1036597 problematic spliced reads
12100000 valid, 1045331 problematic spliced reads
12200000 valid, 1054129 problematic spliced reads
12300000 valid, 1062829 problematic spliced reads
12400000 valid, 1071494 problematic spliced reads
12500000 valid, 1080110 problematic spliced reads
12600000 valid, 1088742 problematic spliced reads
12700000 valid, 1097422 problematic spliced reads
12800000 valid, 1106097 problematic spliced reads
12900000 valid, 1114835 problematic spliced reads
13000000 valid, 1123280 problematic spliced reads
13100000 valid, 1132077 problematic spliced reads
13200000 valid, 1140793 problematic spliced reads
13300000 valid, 1149525 problematic spliced reads
13400000 valid, 1158179 problematic spliced reads
13500000 valid, 1166902 problematic spliced reads
13600000 valid, 1175725 problematic spliced reads
13700000 valid, 1184466 problematic spliced reads
13800000 valid, 1193224 problematic spliced reads
13900000 valid, 1202160 problematic spliced reads
14000000 valid, 1210766 problematic spliced reads
14100000 valid, 1219422 problematic spliced reads
14200000 valid, 1228021 problematic spliced reads
14300000 valid, 1236850 problematic spliced reads
14400000 valid, 1245578 problematic spliced reads
14500000 valid, 1254558 problematic spliced reads
14600000 valid, 1263526 problematic spliced reads
14700000 valid, 1272214 problematic spliced reads
14800000 valid, 1281025 problematic spliced reads
14900000 valid, 1289818 problematic spliced reads
15000000 valid, 1298498 problematic spliced reads
15100000 valid, 1307203 problematic spliced reads
15200000 valid, 1315781 problematic spliced reads
15300000 valid, 1324604 problematic spliced reads
15400000 valid, 1333229 problematic spliced reads
15500000 valid, 1342000 problematic spliced reads
15600000 valid, 1350635 problematic spliced reads
15700000 valid, 1359359 problematic spliced reads
15800000 valid, 1368192 problematic spliced reads
15900000 valid, 1376818 problematic spliced reads
16000000 valid, 1385466 problematic spliced reads
16100000 valid, 1394009 problematic spliced reads
16200000 valid, 1402659 problematic spliced reads
16300000 valid, 1411326 problematic spliced reads
16400000 valid, 1419994 problematic spliced reads
16500000 valid, 1428797 problematic spliced reads
16600000 valid, 1437441 problematic spliced reads
16700000 valid, 1446150 problematic spliced reads
16800000 valid, 1454851 problematic spliced reads
16900000 valid, 1463784 problematic spliced reads
17000000 valid, 1472470 problematic spliced reads
17100000 valid, 1481117 problematic spliced reads
17200000 valid, 1489842 problematic spliced reads
17300000 valid, 1498673 problematic spliced reads
17400000 valid, 1507147 problematic spliced reads
17500000 valid, 1515729 problematic spliced reads
17600000 valid, 1524467 problematic spliced reads
17700000 valid, 1533160 problematic spliced reads
17800000 valid, 1541873 problematic spliced reads
17900000 valid, 1550625 problematic spliced reads
18000000 valid, 1559195 problematic spliced reads
18100000 valid, 1567847 problematic spliced reads
18200000 valid, 1576554 problematic spliced reads
18300000 valid, 1585344 problematic spliced reads
18400000 valid, 1593855 problematic spliced reads
18500000 valid, 1602482 problematic spliced reads
18600000 valid, 1611198 problematic spliced reads
18700000 valid, 1620038 problematic spliced reads
18800000 valid, 1628658 problematic spliced reads
18900000 valid, 1637245 problematic spliced reads
19000000 valid, 1645862 problematic spliced reads
19100000 valid, 1654469 problematic spliced reads
19200000 valid, 1663005 problematic spliced reads
19300000 valid, 1671671 problematic spliced reads
19400000 valid, 1680338 problematic spliced reads
19500000 valid, 1688966 problematic spliced reads
19600000 valid, 1697795 problematic spliced reads
19700000 valid, 1706590 problematic spliced reads
19800000 valid, 1715347 problematic spliced reads
19900000 valid, 1724009 problematic spliced reads
20000000 valid, 1732627 problematic spliced reads
20100000 valid, 1741426 problematic spliced reads
20200000 valid, 1750128 problematic spliced reads
20300000 valid, 1758938 problematic spliced reads
20400000 valid, 1767493 problematic spliced reads
20500000 valid, 1776123 problematic spliced reads
20600000 valid, 1784710 problematic spliced reads
20700000 valid, 1793418 problematic spliced reads
20800000 valid, 1802150 problematic spliced reads
20900000 valid, 1811004 problematic spliced reads
21000000 valid, 1819689 problematic spliced reads
21100000 valid, 1828345 problematic spliced reads
21200000 valid, 1836973 problematic spliced reads
21300000 valid, 1845452 problematic spliced reads
21400000 valid, 1854079 problematic spliced reads
21500000 valid, 1862727 problematic spliced reads
21600000 valid, 1871357 problematic spliced reads
21700000 valid, 1880027 problematic spliced reads
21800000 valid, 1888910 problematic spliced reads
21900000 valid, 1897523 problematic spliced reads
22000000 valid, 1906236 problematic spliced reads
22100000 valid, 1914857 problematic spliced reads
22200000 valid, 1923499 problematic spliced reads
22300000 valid, 1932214 problematic spliced reads
22400000 valid, 1940891 problematic spliced reads
22500000 valid, 1949548 problematic spliced reads
22600000 valid, 1958046 problematic spliced reads
22700000 valid, 1966615 problematic spliced reads
22800000 valid, 1975310 problematic spliced reads
22900000 valid, 1984004 problematic spliced reads
23000000 valid, 1992742 problematic spliced reads
23100000 valid, 2001492 problematic spliced reads
23200000 valid, 2010234 problematic spliced reads
23300000 valid, 2018992 problematic spliced reads
23400000 valid, 2027601 problematic spliced reads
23500000 valid, 2036293 problematic spliced reads
23600000 valid, 2044927 problematic spliced reads
23700000 valid, 2053555 problematic spliced reads
23800000 valid, 2062319 problematic spliced reads
23900000 valid, 2071028 problematic spliced reads
24000000 valid, 2079649 problematic spliced reads
24100000 valid, 2088607 problematic spliced reads
24200000 valid, 2097401 problematic spliced reads
24300000 valid, 2106235 problematic spliced reads
24400000 valid, 2114968 problematic spliced reads
24500000 valid, 2123778 problematic spliced reads
24600000 valid, 2132400 problematic spliced reads
24700000 valid, 2141221 problematic spliced reads
24800000 valid, 2149958 problematic spliced reads
24900000 valid, 2158600 problematic spliced reads
25000000 valid, 2167327 problematic spliced reads
25100000 valid, 2176009 problematic spliced reads
25200000 valid, 2184704 problematic spliced reads
25300000 valid, 2193514 problematic spliced reads
25400000 valid, 2202109 problematic spliced reads
25500000 valid, 2210737 problematic spliced reads
