Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90123015505/90123015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90123015505/90123015505Aligned.out.bam.junc
100000 valid, 8613 problematic spliced reads
14800000 valid, 1281057 problematic spliced reads
14900000 valid, 1289835 problematic spliced reads
15000000 valid, 1298713 problematic spliced reads
15100000 valid, 1307552 problematic spliced reads
15200000 valid, 1316295 problematic spliced reads
15300000 valid, 1324823 problematic spliced reads
15400000 valid, 1333533 problematic spliced reads
15500000 valid, 1342292 problematic spliced reads
15600000 valid, 1351095 problematic spliced reads
15700000 valid, 1359973 problematic spliced reads
15800000 valid, 1368854 problematic spliced reads
15900000 valid, 1377474 problematic spliced reads
16000000 valid, 1386209 problematic spliced reads
16100000 valid, 1394926 problematic spliced reads
16200000 valid, 1403705 problematic spliced reads
16300000 valid, 1412595 problematic spliced reads
16400000 valid, 1421645 problematic spliced reads
16500000 valid, 1430574 problematic spliced reads
16600000 valid, 1439425 problematic spliced reads
16700000 valid, 1448266 problematic spliced reads
16800000 valid, 1456875 problematic spliced reads
16900000 valid, 1465650 problematic spliced reads
17000000 valid, 1474556 problematic spliced reads
17100000 valid, 1483215 problematic spliced reads
17200000 valid, 1492198 problematic spliced reads
17300000 valid, 1500919 problematic spliced reads
17400000 valid, 1509703 problematic spliced reads
17500000 valid, 1518405 problematic spliced reads
17600000 valid, 1527132 problematic spliced reads
17700000 valid, 1535812 problematic spliced reads
17800000 valid, 1544375 problematic spliced reads
17900000 valid, 1553265 problematic spliced reads
18000000 valid, 1561952 problematic spliced reads
18100000 valid, 1570906 problematic spliced reads
18200000 valid, 1579665 problematic spliced reads
18300000 valid, 1588239 problematic spliced reads
18400000 valid, 1596787 problematic spliced reads
18500000 valid, 1605392 problematic spliced reads
18600000 valid, 1614090 problematic spliced reads
18700000 valid, 1622802 problematic spliced reads
18800000 valid, 1631507 problematic spliced reads
18900000 valid, 1640134 problematic spliced reads
19000000 valid, 1648887 problematic spliced reads
19100000 valid, 1657583 problematic spliced reads
19200000 valid, 1666263 problematic spliced reads
19300000 valid, 1675006 problematic spliced reads
19400000 valid, 1683563 problematic spliced reads
19500000 valid, 1692218 problematic spliced reads
19600000 valid, 1701108 problematic spliced reads
19700000 valid, 1709765 problematic spliced reads
19800000 valid, 1718570 problematic spliced reads
19900000 valid, 1727208 problematic spliced reads
20000000 valid, 1736065 problematic spliced reads
20100000 valid, 1744744 problematic spliced reads
20200000 valid, 1753293 problematic spliced reads
20300000 valid, 1761773 problematic spliced reads
20400000 valid, 1770390 problematic spliced reads
20500000 valid, 1779272 problematic spliced reads
20600000 valid, 1788109 problematic spliced reads
20700000 valid, 1796835 problematic spliced reads
20800000 valid, 1805434 problematic spliced reads
20900000 valid, 1814074 problematic spliced reads
21000000 valid, 1822918 problematic spliced reads
21100000 valid, 1831623 problematic spliced reads
21200000 valid, 1840278 problematic spliced reads
21300000 valid, 1848958 problematic spliced reads
21400000 valid, 1857764 problematic spliced reads
21500000 valid, 1866344 problematic spliced reads
21600000 valid, 1874979 problematic spliced reads
21700000 valid, 1883681 problematic spliced reads
21800000 valid, 1892480 problematic spliced reads
21900000 valid, 1901227 problematic spliced reads
22000000 valid, 1909921 problematic spliced reads
22100000 valid, 1918622 problematic spliced reads
22200000 valid, 1927220 problematic spliced reads
22300000 valid, 1935974 problematic spliced reads
22400000 valid, 1944662 problematic spliced reads
22500000 valid, 1953266 problematic spliced reads
22600000 valid, 1962008 problematic spliced reads
22700000 valid, 1970676 problematic spliced reads
22800000 valid, 1979473 problematic spliced reads
22900000 valid, 1987949 problematic spliced reads
23000000 valid, 1996556 problematic spliced reads
23100000 valid, 2005109 problematic spliced reads
23200000 valid, 2013742 problematic spliced reads
23300000 valid, 2022428 problematic spliced reads
23400000 valid, 2031069 problematic spliced reads
23500000 valid, 2039900 problematic spliced reads
23600000 valid, 2048592 problematic spliced reads
23700000 valid, 2057445 problematic spliced reads
23800000 valid, 2066104 problematic spliced reads
23900000 valid, 2074645 problematic spliced reads
24000000 valid, 2083177 problematic spliced reads
24100000 valid, 2091677 problematic spliced reads
24200000 valid, 2100460 problematic spliced reads
24300000 valid, 2109328 problematic spliced reads
24400000 valid, 2118033 problematic spliced reads
24500000 valid, 2126565 problematic spliced reads
24600000 valid, 2135347 problematic spliced reads
24700000 valid, 2144078 problematic spliced reads
24800000 valid, 2152840 problematic spliced reads
24900000 valid, 2161484 problematic spliced reads
25000000 valid, 2170355 problematic spliced reads
25100000 valid, 2179047 problematic spliced reads
25200000 valid, 2188022 problematic spliced reads
25300000 valid, 2196827 problematic spliced reads
25400000 valid, 2205354 problematic spliced reads
25500000 valid, 2214001 problematic spliced reads
25600000 valid, 2222652 problematic spliced reads
25700000 valid, 2231320 problematic spliced reads
25800000 valid, 2239927 problematic spliced reads
25900000 valid, 2248539 problematic spliced reads
26000000 valid, 2257401 problematic spliced reads
26100000 valid, 2266019 problematic spliced reads
26200000 valid, 2274786 problematic spliced reads
26300000 valid, 2283374 problematic spliced reads
