Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90013015505/90013015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90013015505/90013015505Aligned.out.bam.junc
100000 valid, 7713 problematic spliced reads
4800000 valid, 378911 problematic spliced reads
4900000 valid, 386942 problematic spliced reads
5000000 valid, 394684 problematic spliced reads
5100000 valid, 402634 problematic spliced reads
5200000 valid, 410422 problematic spliced reads
5300000 valid, 418501 problematic spliced reads
5400000 valid, 426442 problematic spliced reads
5500000 valid, 434303 problematic spliced reads
5600000 valid, 442222 problematic spliced reads
5700000 valid, 450303 problematic spliced reads
5800000 valid, 458318 problematic spliced reads
5900000 valid, 466063 problematic spliced reads
6000000 valid, 474075 problematic spliced reads
6100000 valid, 482052 problematic spliced reads
6200000 valid, 489992 problematic spliced reads
6300000 valid, 497883 problematic spliced reads
6400000 valid, 505667 problematic spliced reads
6500000 valid, 513588 problematic spliced reads
6600000 valid, 521360 problematic spliced reads
6700000 valid, 529252 problematic spliced reads
6800000 valid, 537190 problematic spliced reads
6900000 valid, 545126 problematic spliced reads
7000000 valid, 552875 problematic spliced reads
7100000 valid, 560879 problematic spliced reads
7200000 valid, 568893 problematic spliced reads
7300000 valid, 576744 problematic spliced reads
7400000 valid, 584678 problematic spliced reads
7500000 valid, 592818 problematic spliced reads
7600000 valid, 600900 problematic spliced reads
7700000 valid, 608804 problematic spliced reads
7800000 valid, 616514 problematic spliced reads
7900000 valid, 624359 problematic spliced reads
8000000 valid, 632273 problematic spliced reads
8100000 valid, 640262 problematic spliced reads
8200000 valid, 648254 problematic spliced reads
8300000 valid, 656224 problematic spliced reads
8400000 valid, 664278 problematic spliced reads
8500000 valid, 672366 problematic spliced reads
8600000 valid, 680481 problematic spliced reads
8700000 valid, 688570 problematic spliced reads
8800000 valid, 696630 problematic spliced reads
8900000 valid, 704814 problematic spliced reads
9000000 valid, 713035 problematic spliced reads
9100000 valid, 720949 problematic spliced reads
9200000 valid, 729113 problematic spliced reads
9300000 valid, 737030 problematic spliced reads
9400000 valid, 745096 problematic spliced reads
9500000 valid, 753179 problematic spliced reads
9600000 valid, 761183 problematic spliced reads
9700000 valid, 769110 problematic spliced reads
9800000 valid, 777119 problematic spliced reads
9900000 valid, 784981 problematic spliced reads
10000000 valid, 792951 problematic spliced reads
10100000 valid, 800936 problematic spliced reads
10200000 valid, 808857 problematic spliced reads
10300000 valid, 816932 problematic spliced reads
10400000 valid, 824866 problematic spliced reads
10500000 valid, 832743 problematic spliced reads
10600000 valid, 840592 problematic spliced reads
10700000 valid, 848562 problematic spliced reads
10800000 valid, 856700 problematic spliced reads
10900000 valid, 864873 problematic spliced reads
11000000 valid, 872911 problematic spliced reads
11100000 valid, 880928 problematic spliced reads
11200000 valid, 888970 problematic spliced reads
11300000 valid, 896917 problematic spliced reads
11400000 valid, 904842 problematic spliced reads
11500000 valid, 912835 problematic spliced reads
11600000 valid, 920716 problematic spliced reads
11700000 valid, 928709 problematic spliced reads
11800000 valid, 936672 problematic spliced reads
11900000 valid, 944815 problematic spliced reads
12000000 valid, 952898 problematic spliced reads
12100000 valid, 960987 problematic spliced reads
12200000 valid, 968797 problematic spliced reads
12300000 valid, 976703 problematic spliced reads
12400000 valid, 984493 problematic spliced reads
12500000 valid, 992586 problematic spliced reads
12600000 valid, 1000459 problematic spliced reads
12700000 valid, 1008539 problematic spliced reads
12800000 valid, 1016601 problematic spliced reads
12900000 valid, 1024705 problematic spliced reads
13000000 valid, 1032643 problematic spliced reads
13100000 valid, 1040463 problematic spliced reads
13200000 valid, 1048507 problematic spliced reads
13300000 valid, 1056514 problematic spliced reads
13400000 valid, 1064453 problematic spliced reads
13500000 valid, 1072481 problematic spliced reads
13600000 valid, 1080435 problematic spliced reads
13700000 valid, 1088425 problematic spliced reads
13800000 valid, 1096327 problematic spliced reads
13900000 valid, 1104467 problematic spliced reads
14000000 valid, 1112584 problematic spliced reads
14100000 valid, 1120667 problematic spliced reads
14200000 valid, 1128539 problematic spliced reads
14300000 valid, 1136430 problematic spliced reads
14400000 valid, 1144426 problematic spliced reads
14500000 valid, 1152329 problematic spliced reads
14600000 valid, 1160163 problematic spliced reads
14700000 valid, 1168322 problematic spliced reads
14800000 valid, 1176017 problematic spliced reads
14900000 valid, 1184016 problematic spliced reads
15000000 valid, 1191978 problematic spliced reads
15100000 valid, 1200100 problematic spliced reads
15200000 valid, 1208157 problematic spliced reads
15300000 valid, 1216030 problematic spliced reads
15400000 valid, 1224314 problematic spliced reads
15500000 valid, 1232021 problematic spliced reads
15600000 valid, 1239862 problematic spliced reads
