Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90118015505/90118015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90118015505/90118015505Aligned.out.bam.junc
100000 valid, 8732 problematic spliced reads
17200000 valid, 1521077 problematic spliced reads
17300000 valid, 1529838 problematic spliced reads
17400000 valid, 1538629 problematic spliced reads
17500000 valid, 1547492 problematic spliced reads
17600000 valid, 1556312 problematic spliced reads
17700000 valid, 1565050 problematic spliced reads
17800000 valid, 1574097 problematic spliced reads
17900000 valid, 1582894 problematic spliced reads
18000000 valid, 1591983 problematic spliced reads
18100000 valid, 1600677 problematic spliced reads
