Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90109015505/90109015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90109015505/90109015505Aligned.out.bam.junc
100000 valid, 8664 problematic spliced reads
22000000 valid, 1888545 problematic spliced reads
22100000 valid, 1897312 problematic spliced reads
22200000 valid, 1905968 problematic spliced reads
22300000 valid, 1914529 problematic spliced reads
22400000 valid, 1923292 problematic spliced reads
22500000 valid, 1932119 problematic spliced reads
22600000 valid, 1940697 problematic spliced reads
22700000 valid, 1949255 problematic spliced reads
22800000 valid, 1957707 problematic spliced reads
22900000 valid, 1966456 problematic spliced reads
23000000 valid, 1975056 problematic spliced reads
23100000 valid, 1983605 problematic spliced reads
23200000 valid, 1992242 problematic spliced reads
23300000 valid, 2000932 problematic spliced reads
23400000 valid, 2009542 problematic spliced reads
23500000 valid, 2018229 problematic spliced reads
23600000 valid, 2026813 problematic spliced reads
23700000 valid, 2035204 problematic spliced reads
23800000 valid, 2043912 problematic spliced reads
23900000 valid, 2052445 problematic spliced reads
24000000 valid, 2061063 problematic spliced reads
24100000 valid, 2069725 problematic spliced reads
24200000 valid, 2078380 problematic spliced reads
24300000 valid, 2086907 problematic spliced reads
24400000 valid, 2095537 problematic spliced reads
24500000 valid, 2104257 problematic spliced reads
24600000 valid, 2112911 problematic spliced reads
24700000 valid, 2121599 problematic spliced reads
24800000 valid, 2130462 problematic spliced reads
24900000 valid, 2139092 problematic spliced reads
25000000 valid, 2147657 problematic spliced reads
25100000 valid, 2156234 problematic spliced reads
25200000 valid, 2164769 problematic spliced reads
25300000 valid, 2173456 problematic spliced reads
25400000 valid, 2182071 problematic spliced reads
25500000 valid, 2190714 problematic spliced reads
25600000 valid, 2199460 problematic spliced reads
25700000 valid, 2208028 problematic spliced reads
25800000 valid, 2216674 problematic spliced reads
25900000 valid, 2225332 problematic spliced reads
26000000 valid, 2234020 problematic spliced reads
26100000 valid, 2242525 problematic spliced reads
26200000 valid, 2251181 problematic spliced reads
26300000 valid, 2259685 problematic spliced reads
26400000 valid, 2268214 problematic spliced reads
26500000 valid, 2276928 problematic spliced reads
26600000 valid, 2285684 problematic spliced reads
26700000 valid, 2294385 problematic spliced reads
26800000 valid, 2302883 problematic spliced reads
26900000 valid, 2311403 problematic spliced reads
27000000 valid, 2320068 problematic spliced reads
27100000 valid, 2328692 problematic spliced reads
27200000 valid, 2337121 problematic spliced reads
27300000 valid, 2345522 problematic spliced reads
27400000 valid, 2354106 problematic spliced reads
