Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90017015505/90017015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90017015505/90017015505Aligned.out.bam.junc
100000 valid, 8172 problematic spliced reads
11100000 valid, 915094 problematic spliced reads
11200000 valid, 923302 problematic spliced reads
11300000 valid, 931504 problematic spliced reads
11400000 valid, 939860 problematic spliced reads
11500000 valid, 948182 problematic spliced reads
11600000 valid, 956321 problematic spliced reads
11700000 valid, 964672 problematic spliced reads
11800000 valid, 972810 problematic spliced reads
11900000 valid, 981146 problematic spliced reads
12000000 valid, 989422 problematic spliced reads
12100000 valid, 997799 problematic spliced reads
12200000 valid, 1006147 problematic spliced reads
12300000 valid, 1014324 problematic spliced reads
12400000 valid, 1022566 problematic spliced reads
12500000 valid, 1030780 problematic spliced reads
12600000 valid, 1038934 problematic spliced reads
12700000 valid, 1047193 problematic spliced reads
12800000 valid, 1055296 problematic spliced reads
12900000 valid, 1063484 problematic spliced reads
13000000 valid, 1071646 problematic spliced reads
13100000 valid, 1080047 problematic spliced reads
13200000 valid, 1088278 problematic spliced reads
13300000 valid, 1096357 problematic spliced reads
13400000 valid, 1104750 problematic spliced reads
13500000 valid, 1113025 problematic spliced reads
13600000 valid, 1121336 problematic spliced reads
13700000 valid, 1129681 problematic spliced reads
13800000 valid, 1138081 problematic spliced reads
13900000 valid, 1146212 problematic spliced reads
14000000 valid, 1154509 problematic spliced reads
14100000 valid, 1162792 problematic spliced reads
14200000 valid, 1170930 problematic spliced reads
14300000 valid, 1179380 problematic spliced reads
14400000 valid, 1187826 problematic spliced reads
14500000 valid, 1196303 problematic spliced reads
14600000 valid, 1204841 problematic spliced reads
14700000 valid, 1213178 problematic spliced reads
14800000 valid, 1221638 problematic spliced reads
14900000 valid, 1229903 problematic spliced reads
15000000 valid, 1238327 problematic spliced reads
15100000 valid, 1246675 problematic spliced reads
15200000 valid, 1255003 problematic spliced reads
15300000 valid, 1263365 problematic spliced reads
15400000 valid, 1271509 problematic spliced reads
15500000 valid, 1279868 problematic spliced reads
15600000 valid, 1288205 problematic spliced reads
15700000 valid, 1296499 problematic spliced reads
15800000 valid, 1304657 problematic spliced reads
15900000 valid, 1312938 problematic spliced reads
16000000 valid, 1321260 problematic spliced reads
16100000 valid, 1329509 problematic spliced reads
16200000 valid, 1337840 problematic spliced reads
16300000 valid, 1346196 problematic spliced reads
16400000 valid, 1354461 problematic spliced reads
16500000 valid, 1362643 problematic spliced reads
16600000 valid, 1370911 problematic spliced reads
16700000 valid, 1379299 problematic spliced reads
16800000 valid, 1387664 problematic spliced reads
16900000 valid, 1396032 problematic spliced reads
17000000 valid, 1404448 problematic spliced reads
17100000 valid, 1412771 problematic spliced reads
17200000 valid, 1421073 problematic spliced reads
17300000 valid, 1429395 problematic spliced reads
17400000 valid, 1437769 problematic spliced reads
17500000 valid, 1445859 problematic spliced reads
17600000 valid, 1454228 problematic spliced reads
17700000 valid, 1462615 problematic spliced reads
17800000 valid, 1471037 problematic spliced reads
17900000 valid, 1479233 problematic spliced reads
18000000 valid, 1487688 problematic spliced reads
18100000 valid, 1496190 problematic spliced reads
18200000 valid, 1504597 problematic spliced reads
18300000 valid, 1512700 problematic spliced reads
18400000 valid, 1521067 problematic spliced reads
18500000 valid, 1529403 problematic spliced reads
18600000 valid, 1537608 problematic spliced reads
18700000 valid, 1545822 problematic spliced reads
18800000 valid, 1554137 problematic spliced reads
18900000 valid, 1562326 problematic spliced reads
19000000 valid, 1570661 problematic spliced reads
19100000 valid, 1578980 problematic spliced reads
19200000 valid, 1587064 problematic spliced reads
19300000 valid, 1595410 problematic spliced reads
19400000 valid, 1603739 problematic spliced reads
19500000 valid, 1612050 problematic spliced reads
19600000 valid, 1620393 problematic spliced reads
19700000 valid, 1628771 problematic spliced reads
19800000 valid, 1637042 problematic spliced reads
19900000 valid, 1645533 problematic spliced reads
20000000 valid, 1653827 problematic spliced reads
20100000 valid, 1662172 problematic spliced reads
20200000 valid, 1670376 problematic spliced reads
20300000 valid, 1678754 problematic spliced reads
20400000 valid, 1686872 problematic spliced reads
20500000 valid, 1695225 problematic spliced reads
20600000 valid, 1703425 problematic spliced reads
20700000 valid, 1711726 problematic spliced reads
20800000 valid, 1720125 problematic spliced reads
20900000 valid, 1728238 problematic spliced reads
21000000 valid, 1736470 problematic spliced reads
21100000 valid, 1744934 problematic spliced reads
21200000 valid, 1753119 problematic spliced reads
21300000 valid, 1761389 problematic spliced reads
21400000 valid, 1769591 problematic spliced reads
21500000 valid, 1777710 problematic spliced reads
21600000 valid, 1785967 problematic spliced reads
21700000 valid, 1794330 problematic spliced reads
21800000 valid, 1802577 problematic spliced reads
21900000 valid, 1810707 problematic spliced reads
22000000 valid, 1819019 problematic spliced reads
22100000 valid, 1827401 problematic spliced reads
22200000 valid, 1835616 problematic spliced reads
22300000 valid, 1843843 problematic spliced reads
22400000 valid, 1852050 problematic spliced reads
22500000 valid, 1860220 problematic spliced reads
22600000 valid, 1868553 problematic spliced reads
22700000 valid, 1876894 problematic spliced reads
22800000 valid, 1885328 problematic spliced reads
22900000 valid, 1893539 problematic spliced reads
23000000 valid, 1901594 problematic spliced reads
23100000 valid, 1909997 problematic spliced reads
23200000 valid, 1918079 problematic spliced reads
23300000 valid, 1926247 problematic spliced reads
23400000 valid, 1934524 problematic spliced reads
23500000 valid, 1942674 problematic spliced reads
23600000 valid, 1950813 problematic spliced reads
23700000 valid, 1959183 problematic spliced reads
23800000 valid, 1967722 problematic spliced reads
23900000 valid, 1976079 problematic spliced reads
24000000 valid, 1984460 problematic spliced reads
24100000 valid, 1992890 problematic spliced reads
24200000 valid, 2001100 problematic spliced reads
24300000 valid, 2009535 problematic spliced reads
24400000 valid, 2017761 problematic spliced reads
24500000 valid, 2026188 problematic spliced reads
24600000 valid, 2034536 problematic spliced reads
24700000 valid, 2043156 problematic spliced reads
24800000 valid, 2051374 problematic spliced reads
24900000 valid, 2059648 problematic spliced reads
25000000 valid, 2068000 problematic spliced reads
25100000 valid, 2076410 problematic spliced reads
25200000 valid, 2084688 problematic spliced reads
25300000 valid, 2093037 problematic spliced reads
25400000 valid, 2101628 problematic spliced reads
25500000 valid, 2109943 problematic spliced reads
25600000 valid, 2118124 problematic spliced reads
25700000 valid, 2126520 problematic spliced reads
25800000 valid, 2134970 problematic spliced reads
25900000 valid, 2143191 problematic spliced reads
26000000 valid, 2151373 problematic spliced reads
26100000 valid, 2159686 problematic spliced reads
26200000 valid, 2167864 problematic spliced reads
26300000 valid, 2176104 problematic spliced reads
