Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90115015505/90115015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90115015505/90115015505Aligned.out.bam.junc
100000 valid, 8634 problematic spliced reads
9700000 valid, 829413 problematic spliced reads
9800000 valid, 837968 problematic spliced reads
9900000 valid, 846499 problematic spliced reads
10000000 valid, 854969 problematic spliced reads
10100000 valid, 863560 problematic spliced reads
10200000 valid, 872160 problematic spliced reads
10300000 valid, 880584 problematic spliced reads
10400000 valid, 889202 problematic spliced reads
10500000 valid, 897685 problematic spliced reads
10600000 valid, 906275 problematic spliced reads
10700000 valid, 914783 problematic spliced reads
10800000 valid, 923231 problematic spliced reads
10900000 valid, 931759 problematic spliced reads
11000000 valid, 940383 problematic spliced reads
11100000 valid, 948843 problematic spliced reads
11200000 valid, 957348 problematic spliced reads
11300000 valid, 965774 problematic spliced reads
11400000 valid, 974290 problematic spliced reads
11500000 valid, 982637 problematic spliced reads
11600000 valid, 991282 problematic spliced reads
11700000 valid, 999848 problematic spliced reads
11800000 valid, 1008378 problematic spliced reads
11900000 valid, 1017023 problematic spliced reads
12000000 valid, 1025669 problematic spliced reads
12100000 valid, 1034297 problematic spliced reads
12200000 valid, 1042859 problematic spliced reads
12300000 valid, 1051344 problematic spliced reads
12400000 valid, 1059947 problematic spliced reads
12500000 valid, 1068462 problematic spliced reads
12600000 valid, 1077152 problematic spliced reads
12700000 valid, 1085638 problematic spliced reads
12800000 valid, 1094184 problematic spliced reads
12900000 valid, 1102763 problematic spliced reads
13000000 valid, 1111191 problematic spliced reads
13100000 valid, 1119848 problematic spliced reads
13200000 valid, 1128391 problematic spliced reads
13300000 valid, 1136915 problematic spliced reads
13400000 valid, 1145497 problematic spliced reads
13500000 valid, 1153939 problematic spliced reads
13600000 valid, 1162568 problematic spliced reads
13700000 valid, 1171219 problematic spliced reads
13800000 valid, 1179907 problematic spliced reads
13900000 valid, 1188380 problematic spliced reads
14000000 valid, 1196992 problematic spliced reads
14100000 valid, 1205515 problematic spliced reads
14200000 valid, 1214014 problematic spliced reads
14300000 valid, 1222648 problematic spliced reads
14400000 valid, 1231181 problematic spliced reads
14500000 valid, 1239647 problematic spliced reads
14600000 valid, 1248162 problematic spliced reads
14700000 valid, 1256731 problematic spliced reads
14800000 valid, 1265403 problematic spliced reads
14900000 valid, 1273871 problematic spliced reads
15000000 valid, 1282385 problematic spliced reads
15100000 valid, 1291155 problematic spliced reads
15200000 valid, 1299717 problematic spliced reads
15300000 valid, 1308377 problematic spliced reads
15400000 valid, 1316869 problematic spliced reads
15500000 valid, 1325486 problematic spliced reads
15600000 valid, 1334243 problematic spliced reads
15700000 valid, 1342967 problematic spliced reads
15800000 valid, 1351673 problematic spliced reads
15900000 valid, 1360373 problematic spliced reads
16000000 valid, 1369043 problematic spliced reads
16100000 valid, 1377687 problematic spliced reads
16200000 valid, 1386432 problematic spliced reads
16300000 valid, 1395169 problematic spliced reads
16400000 valid, 1404025 problematic spliced reads
16500000 valid, 1412783 problematic spliced reads
16600000 valid, 1421617 problematic spliced reads
16700000 valid, 1430372 problematic spliced reads
16800000 valid, 1439077 problematic spliced reads
16900000 valid, 1447747 problematic spliced reads
17000000 valid, 1456346 problematic spliced reads
17100000 valid, 1464849 problematic spliced reads
17200000 valid, 1473438 problematic spliced reads
17300000 valid, 1482173 problematic spliced reads
17400000 valid, 1490870 problematic spliced reads
17500000 valid, 1499326 problematic spliced reads
17600000 valid, 1507956 problematic spliced reads
17700000 valid, 1516714 problematic spliced reads
17800000 valid, 1525329 problematic spliced reads
17900000 valid, 1534154 problematic spliced reads
18000000 valid, 1542859 problematic spliced reads
18100000 valid, 1551347 problematic spliced reads
18200000 valid, 1559923 problematic spliced reads
18300000 valid, 1568702 problematic spliced reads
18400000 valid, 1577325 problematic spliced reads
18500000 valid, 1586028 problematic spliced reads
18600000 valid, 1594708 problematic spliced reads
18700000 valid, 1603772 problematic spliced reads
18800000 valid, 1612237 problematic spliced reads
18900000 valid, 1620821 problematic spliced reads
19000000 valid, 1629280 problematic spliced reads
19100000 valid, 1637524 problematic spliced reads
19200000 valid, 1646259 problematic spliced reads
19300000 valid, 1655000 problematic spliced reads
19400000 valid, 1663584 problematic spliced reads
19500000 valid, 1672207 problematic spliced reads
19600000 valid, 1680695 problematic spliced reads
19700000 valid, 1689333 problematic spliced reads
19800000 valid, 1698115 problematic spliced reads
19900000 valid, 1706767 problematic spliced reads
20000000 valid, 1715599 problematic spliced reads
20100000 valid, 1724400 problematic spliced reads
20200000 valid, 1733050 problematic spliced reads
20300000 valid, 1741819 problematic spliced reads
20400000 valid, 1750516 problematic spliced reads
20500000 valid, 1759044 problematic spliced reads
20600000 valid, 1767587 problematic spliced reads
20700000 valid, 1776217 problematic spliced reads
20800000 valid, 1784788 problematic spliced reads
20900000 valid, 1793456 problematic spliced reads
21000000 valid, 1801881 problematic spliced reads
21100000 valid, 1810632 problematic spliced reads
21200000 valid, 1819209 problematic spliced reads
21300000 valid, 1827945 problematic spliced reads
21400000 valid, 1836418 problematic spliced reads
21500000 valid, 1845206 problematic spliced reads
21600000 valid, 1853891 problematic spliced reads
21700000 valid, 1862505 problematic spliced reads
21800000 valid, 1871001 problematic spliced reads
21900000 valid, 1879453 problematic spliced reads
22000000 valid, 1888067 problematic spliced reads
22100000 valid, 1896755 problematic spliced reads
22200000 valid, 1905307 problematic spliced reads
22300000 valid, 1914142 problematic spliced reads
22400000 valid, 1922886 problematic spliced reads
22500000 valid, 1931474 problematic spliced reads
22600000 valid, 1939960 problematic spliced reads
22700000 valid, 1948401 problematic spliced reads
22800000 valid, 1957007 problematic spliced reads
22900000 valid, 1965672 problematic spliced reads
23000000 valid, 1974234 problematic spliced reads
23100000 valid, 1982693 problematic spliced reads
23200000 valid, 1991188 problematic spliced reads
23300000 valid, 1999638 problematic spliced reads
23400000 valid, 2007960 problematic spliced reads
23500000 valid, 2016716 problematic spliced reads
23600000 valid, 2025480 problematic spliced reads
23700000 valid, 2034016 problematic spliced reads
23800000 valid, 2042541 problematic spliced reads
23900000 valid, 2051122 problematic spliced reads
24000000 valid, 2059873 problematic spliced reads
24100000 valid, 2068681 problematic spliced reads
24200000 valid, 2077285 problematic spliced reads
24300000 valid, 2086022 problematic spliced reads
24400000 valid, 2094526 problematic spliced reads
24500000 valid, 2103223 problematic spliced reads
24600000 valid, 2111896 problematic spliced reads
24700000 valid, 2120526 problematic spliced reads
24800000 valid, 2129097 problematic spliced reads
24900000 valid, 2137777 problematic spliced reads
25000000 valid, 2146462 problematic spliced reads
25100000 valid, 2155161 problematic spliced reads
25200000 valid, 2163756 problematic spliced reads
25300000 valid, 2172253 problematic spliced reads
25400000 valid, 2180767 problematic spliced reads
25500000 valid, 2189324 problematic spliced reads
25600000 valid, 2197707 problematic spliced reads
25700000 valid, 2206172 problematic spliced reads
25800000 valid, 2214818 problematic spliced reads
25900000 valid, 2223427 problematic spliced reads
26000000 valid, 2232043 problematic spliced reads
26100000 valid, 2240698 problematic spliced reads
26200000 valid, 2249353 problematic spliced reads
26300000 valid, 2257954 problematic spliced reads
26400000 valid, 2266590 problematic spliced reads
26500000 valid, 2275224 problematic spliced reads
26600000 valid, 2283847 problematic spliced reads
26700000 valid, 2292513 problematic spliced reads
26800000 valid, 2300980 problematic spliced reads
26900000 valid, 2309606 problematic spliced reads
27000000 valid, 2318335 problematic spliced reads
27100000 valid, 2327080 problematic spliced reads
27200000 valid, 2335699 problematic spliced reads
27300000 valid, 2344261 problematic spliced reads
27400000 valid, 2352661 problematic spliced reads
27500000 valid, 2361402 problematic spliced reads
27600000 valid, 2369961 problematic spliced reads
27700000 valid, 2378455 problematic spliced reads
27800000 valid, 2387094 problematic spliced reads
27900000 valid, 2395771 problematic spliced reads
28000000 valid, 2404293 problematic spliced reads
28100000 valid, 2412706 problematic spliced reads
28200000 valid, 2421376 problematic spliced reads
28300000 valid, 2429951 problematic spliced reads
28400000 valid, 2438662 problematic spliced reads
28500000 valid, 2447400 problematic spliced reads
28600000 valid, 2455883 problematic spliced reads
28700000 valid, 2464296 problematic spliced reads
28800000 valid, 2473076 problematic spliced reads
28900000 valid, 2481656 problematic spliced reads
29000000 valid, 2490328 problematic spliced reads
29100000 valid, 2498815 problematic spliced reads
29200000 valid, 2507421 problematic spliced reads
