Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90147015505/90147015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90147015505/90147015505Aligned.out.bam.junc
100000 valid, 10184 problematic spliced reads
11900000 valid, 1203825 problematic spliced reads
12000000 valid, 1213833 problematic spliced reads
12100000 valid, 1224033 problematic spliced reads
12200000 valid, 1234144 problematic spliced reads
12300000 valid, 1244113 problematic spliced reads
12400000 valid, 1254047 problematic spliced reads
12500000 valid, 1263873 problematic spliced reads
12600000 valid, 1273874 problematic spliced reads
12700000 valid, 1283827 problematic spliced reads
12800000 valid, 1293737 problematic spliced reads
12900000 valid, 1303619 problematic spliced reads
13000000 valid, 1313405 problematic spliced reads
13100000 valid, 1323205 problematic spliced reads
13200000 valid, 1332953 problematic spliced reads
13300000 valid, 1342797 problematic spliced reads
13400000 valid, 1352602 problematic spliced reads
13500000 valid, 1362518 problematic spliced reads
13600000 valid, 1372343 problematic spliced reads
13700000 valid, 1382178 problematic spliced reads
13800000 valid, 1391919 problematic spliced reads
13900000 valid, 1401770 problematic spliced reads
14000000 valid, 1411718 problematic spliced reads
14100000 valid, 1421841 problematic spliced reads
14200000 valid, 1431697 problematic spliced reads
14300000 valid, 1441419 problematic spliced reads
14400000 valid, 1451337 problematic spliced reads
14500000 valid, 1461127 problematic spliced reads
14600000 valid, 1470968 problematic spliced reads
14700000 valid, 1480683 problematic spliced reads
14800000 valid, 1490375 problematic spliced reads
14900000 valid, 1500229 problematic spliced reads
15000000 valid, 1509893 problematic spliced reads
15100000 valid, 1519725 problematic spliced reads
15200000 valid, 1529534 problematic spliced reads
15300000 valid, 1539495 problematic spliced reads
15400000 valid, 1549180 problematic spliced reads
15500000 valid, 1559131 problematic spliced reads
15600000 valid, 1568959 problematic spliced reads
15700000 valid, 1578873 problematic spliced reads
15800000 valid, 1589148 problematic spliced reads
15900000 valid, 1599022 problematic spliced reads
16000000 valid, 1608707 problematic spliced reads
16100000 valid, 1618350 problematic spliced reads
16200000 valid, 1628314 problematic spliced reads
16300000 valid, 1638135 problematic spliced reads
16400000 valid, 1648060 problematic spliced reads
16500000 valid, 1657986 problematic spliced reads
16600000 valid, 1667828 problematic spliced reads
16700000 valid, 1677621 problematic spliced reads
16800000 valid, 1687616 problematic spliced reads
16900000 valid, 1697604 problematic spliced reads
17000000 valid, 1707265 problematic spliced reads
17100000 valid, 1717158 problematic spliced reads
17200000 valid, 1727039 problematic spliced reads
17300000 valid, 1736946 problematic spliced reads
17400000 valid, 1746707 problematic spliced reads
17500000 valid, 1756532 problematic spliced reads
17600000 valid, 1766351 problematic spliced reads
17700000 valid, 1776367 problematic spliced reads
17800000 valid, 1786238 problematic spliced reads
17900000 valid, 1796064 problematic spliced reads
18000000 valid, 1806103 problematic spliced reads
18100000 valid, 1815930 problematic spliced reads
18200000 valid, 1825562 problematic spliced reads
18300000 valid, 1835207 problematic spliced reads
18400000 valid, 1845090 problematic spliced reads
18500000 valid, 1855061 problematic spliced reads
18600000 valid, 1864788 problematic spliced reads
18700000 valid, 1874852 problematic spliced reads
18800000 valid, 1884742 problematic spliced reads
18900000 valid, 1894875 problematic spliced reads
19000000 valid, 1904796 problematic spliced reads
19100000 valid, 1914716 problematic spliced reads
19200000 valid, 1924654 problematic spliced reads
19300000 valid, 1934659 problematic spliced reads
19400000 valid, 1944497 problematic spliced reads
19500000 valid, 1954325 problematic spliced reads
19600000 valid, 1964130 problematic spliced reads
19700000 valid, 1973956 problematic spliced reads
19800000 valid, 1983992 problematic spliced reads
19900000 valid, 1993679 problematic spliced reads
20000000 valid, 2003364 problematic spliced reads
20100000 valid, 2013084 problematic spliced reads
20200000 valid, 2022937 problematic spliced reads
20300000 valid, 2032839 problematic spliced reads
20400000 valid, 2042775 problematic spliced reads
20500000 valid, 2052715 problematic spliced reads
20600000 valid, 2062760 problematic spliced reads
20700000 valid, 2072600 problematic spliced reads
20800000 valid, 2082457 problematic spliced reads
20900000 valid, 2092527 problematic spliced reads
21000000 valid, 2102431 problematic spliced reads
21100000 valid, 2112120 problematic spliced reads
21200000 valid, 2121987 problematic spliced reads
21300000 valid, 2132031 problematic spliced reads
21400000 valid, 2142009 problematic spliced reads
21500000 valid, 2152110 problematic spliced reads
21600000 valid, 2161924 problematic spliced reads
21700000 valid, 2171821 problematic spliced reads
21800000 valid, 2181670 problematic spliced reads
21900000 valid, 2191298 problematic spliced reads
