Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90129015505/90129015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90129015505/90129015505Aligned.out.bam.junc
100000 valid, 8438 problematic spliced reads
11200000 valid, 919358 problematic spliced reads
11300000 valid, 927479 problematic spliced reads
11400000 valid, 935756 problematic spliced reads
11500000 valid, 944028 problematic spliced reads
11600000 valid, 952253 problematic spliced reads
11700000 valid, 960556 problematic spliced reads
11800000 valid, 968831 problematic spliced reads
11900000 valid, 976896 problematic spliced reads
12000000 valid, 985401 problematic spliced reads
12100000 valid, 993615 problematic spliced reads
12200000 valid, 1001663 problematic spliced reads
12300000 valid, 1009775 problematic spliced reads
12400000 valid, 1018001 problematic spliced reads
12500000 valid, 1026270 problematic spliced reads
12600000 valid, 1034517 problematic spliced reads
12700000 valid, 1042747 problematic spliced reads
12800000 valid, 1050939 problematic spliced reads
12900000 valid, 1059199 problematic spliced reads
13000000 valid, 1067297 problematic spliced reads
13100000 valid, 1075605 problematic spliced reads
13200000 valid, 1083815 problematic spliced reads
13300000 valid, 1092028 problematic spliced reads
13400000 valid, 1100086 problematic spliced reads
13500000 valid, 1108179 problematic spliced reads
13600000 valid, 1116228 problematic spliced reads
13700000 valid, 1124426 problematic spliced reads
13800000 valid, 1132594 problematic spliced reads
13900000 valid, 1140768 problematic spliced reads
14000000 valid, 1149119 problematic spliced reads
14100000 valid, 1157350 problematic spliced reads
14200000 valid, 1165531 problematic spliced reads
14300000 valid, 1173593 problematic spliced reads
14400000 valid, 1181888 problematic spliced reads
14500000 valid, 1190099 problematic spliced reads
14600000 valid, 1198306 problematic spliced reads
14700000 valid, 1206592 problematic spliced reads
14800000 valid, 1214720 problematic spliced reads
14900000 valid, 1223023 problematic spliced reads
15000000 valid, 1231220 problematic spliced reads
15100000 valid, 1239404 problematic spliced reads
15200000 valid, 1247528 problematic spliced reads
15300000 valid, 1255897 problematic spliced reads
15400000 valid, 1264244 problematic spliced reads
15500000 valid, 1272666 problematic spliced reads
15600000 valid, 1281032 problematic spliced reads
15700000 valid, 1289321 problematic spliced reads
15800000 valid, 1297782 problematic spliced reads
15900000 valid, 1305998 problematic spliced reads
16000000 valid, 1314396 problematic spliced reads
16100000 valid, 1322831 problematic spliced reads
16200000 valid, 1331167 problematic spliced reads
16300000 valid, 1339447 problematic spliced reads
16400000 valid, 1347572 problematic spliced reads
16500000 valid, 1356068 problematic spliced reads
16600000 valid, 1364217 problematic spliced reads
16700000 valid, 1372643 problematic spliced reads
16800000 valid, 1380904 problematic spliced reads
16900000 valid, 1389313 problematic spliced reads
17000000 valid, 1397536 problematic spliced reads
17100000 valid, 1405848 problematic spliced reads
17200000 valid, 1414288 problematic spliced reads
17300000 valid, 1422745 problematic spliced reads
17400000 valid, 1431146 problematic spliced reads
17500000 valid, 1439392 problematic spliced reads
17600000 valid, 1447719 problematic spliced reads
17700000 valid, 1455907 problematic spliced reads
17800000 valid, 1464322 problematic spliced reads
17900000 valid, 1472853 problematic spliced reads
18000000 valid, 1481042 problematic spliced reads
18100000 valid, 1489560 problematic spliced reads
18200000 valid, 1498042 problematic spliced reads
18300000 valid, 1506335 problematic spliced reads
18400000 valid, 1514859 problematic spliced reads
18500000 valid, 1523242 problematic spliced reads
18600000 valid, 1531329 problematic spliced reads
18700000 valid, 1539637 problematic spliced reads
18800000 valid, 1547881 problematic spliced reads
18900000 valid, 1556176 problematic spliced reads
19000000 valid, 1564505 problematic spliced reads
19100000 valid, 1572778 problematic spliced reads
19200000 valid, 1581114 problematic spliced reads
19300000 valid, 1589491 problematic spliced reads
19400000 valid, 1597718 problematic spliced reads
19500000 valid, 1606051 problematic spliced reads
19600000 valid, 1614309 problematic spliced reads
19700000 valid, 1622714 problematic spliced reads
19800000 valid, 1630804 problematic spliced reads
19900000 valid, 1638980 problematic spliced reads
20000000 valid, 1647373 problematic spliced reads
20100000 valid, 1655781 problematic spliced reads
20200000 valid, 1664135 problematic spliced reads
20300000 valid, 1672409 problematic spliced reads
20400000 valid, 1680739 problematic spliced reads
20500000 valid, 1688997 problematic spliced reads
20600000 valid, 1697309 problematic spliced reads
20700000 valid, 1705669 problematic spliced reads
20800000 valid, 1713936 problematic spliced reads
20900000 valid, 1722261 problematic spliced reads
21000000 valid, 1730414 problematic spliced reads
21100000 valid, 1738799 problematic spliced reads
21200000 valid, 1747006 problematic spliced reads
21300000 valid, 1755280 problematic spliced reads
21400000 valid, 1763591 problematic spliced reads
21500000 valid, 1771898 problematic spliced reads
21600000 valid, 1780344 problematic spliced reads
21700000 valid, 1788662 problematic spliced reads
21800000 valid, 1796889 problematic spliced reads
21900000 valid, 1805168 problematic spliced reads
22000000 valid, 1813515 problematic spliced reads
22100000 valid, 1821833 problematic spliced reads
22200000 valid, 1830099 problematic spliced reads
22300000 valid, 1838378 problematic spliced reads
22400000 valid, 1846663 problematic spliced reads
22500000 valid, 1854854 problematic spliced reads
22600000 valid, 1863113 problematic spliced reads
22700000 valid, 1871481 problematic spliced reads
22800000 valid, 1879834 problematic spliced reads
22900000 valid, 1888427 problematic spliced reads
23000000 valid, 1896827 problematic spliced reads
23100000 valid, 1905253 problematic spliced reads
23200000 valid, 1913447 problematic spliced reads
23300000 valid, 1921819 problematic spliced reads
23400000 valid, 1930210 problematic spliced reads
23500000 valid, 1938481 problematic spliced reads
23600000 valid, 1946785 problematic spliced reads
23700000 valid, 1955202 problematic spliced reads
23800000 valid, 1963487 problematic spliced reads
23900000 valid, 1971748 problematic spliced reads
24000000 valid, 1980151 problematic spliced reads
24100000 valid, 1988365 problematic spliced reads
24200000 valid, 1996691 problematic spliced reads
24300000 valid, 2004969 problematic spliced reads
24400000 valid, 2013070 problematic spliced reads
24500000 valid, 2021274 problematic spliced reads
24600000 valid, 2029572 problematic spliced reads
24700000 valid, 2037772 problematic spliced reads
24800000 valid, 2046130 problematic spliced reads
24900000 valid, 2054438 problematic spliced reads
25000000 valid, 2062681 problematic spliced reads
25100000 valid, 2070916 problematic spliced reads
25200000 valid, 2079383 problematic spliced reads
25300000 valid, 2087726 problematic spliced reads
25400000 valid, 2096182 problematic spliced reads
25500000 valid, 2104413 problematic spliced reads
25600000 valid, 2112982 problematic spliced reads
25700000 valid, 2121324 problematic spliced reads
25800000 valid, 2129651 problematic spliced reads
25900000 valid, 2137965 problematic spliced reads
26000000 valid, 2146232 problematic spliced reads
26100000 valid, 2154414 problematic spliced reads
26200000 valid, 2162811 problematic spliced reads
26300000 valid, 2171052 problematic spliced reads
26400000 valid, 2179323 problematic spliced reads
26500000 valid, 2187482 problematic spliced reads
26600000 valid, 2195763 problematic spliced reads
26700000 valid, 2204102 problematic spliced reads
26800000 valid, 2212426 problematic spliced reads
26900000 valid, 2220726 problematic spliced reads
27000000 valid, 2228973 problematic spliced reads
27100000 valid, 2237202 problematic spliced reads
27200000 valid, 2245484 problematic spliced reads
27300000 valid, 2253572 problematic spliced reads
27400000 valid, 2261970 problematic spliced reads
27500000 valid, 2270249 problematic spliced reads
27600000 valid, 2278757 problematic spliced reads
27700000 valid, 2287136 problematic spliced reads
27800000 valid, 2295422 problematic spliced reads
27900000 valid, 2303646 problematic spliced reads
28000000 valid, 2311782 problematic spliced reads
28100000 valid, 2320076 problematic spliced reads
28200000 valid, 2328509 problematic spliced reads
28300000 valid, 2336900 problematic spliced reads
28400000 valid, 2345240 problematic spliced reads
28500000 valid, 2353658 problematic spliced reads
28600000 valid, 2361998 problematic spliced reads
28700000 valid, 2370280 problematic spliced reads
28800000 valid, 2378524 problematic spliced reads
28900000 valid, 2386955 problematic spliced reads
29000000 valid, 2395203 problematic spliced reads
29100000 valid, 2403571 problematic spliced reads
29200000 valid, 2411947 problematic spliced reads
29300000 valid, 2420244 problematic spliced reads
29400000 valid, 2428604 problematic spliced reads
29500000 valid, 2436936 problematic spliced reads
29600000 valid, 2445345 problematic spliced reads
29700000 valid, 2453629 problematic spliced reads
