Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90025015505/90025015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90025015505/90025015505Aligned.out.bam.junc
100000 valid, 7877 problematic spliced reads
9900000 valid, 783889 problematic spliced reads
10000000 valid, 791881 problematic spliced reads
10100000 valid, 799746 problematic spliced reads
10200000 valid, 807516 problematic spliced reads
10300000 valid, 815448 problematic spliced reads
10400000 valid, 823158 problematic spliced reads
10500000 valid, 830828 problematic spliced reads
10600000 valid, 838934 problematic spliced reads
10700000 valid, 846932 problematic spliced reads
10800000 valid, 854866 problematic spliced reads
10900000 valid, 862814 problematic spliced reads
11000000 valid, 870532 problematic spliced reads
11100000 valid, 878374 problematic spliced reads
11200000 valid, 886305 problematic spliced reads
11300000 valid, 894295 problematic spliced reads
11400000 valid, 902168 problematic spliced reads
11500000 valid, 910109 problematic spliced reads
11600000 valid, 917877 problematic spliced reads
11700000 valid, 925769 problematic spliced reads
11800000 valid, 933766 problematic spliced reads
11900000 valid, 941777 problematic spliced reads
12000000 valid, 949634 problematic spliced reads
12100000 valid, 957640 problematic spliced reads
12200000 valid, 965616 problematic spliced reads
12300000 valid, 973379 problematic spliced reads
12400000 valid, 981511 problematic spliced reads
12500000 valid, 989445 problematic spliced reads
12600000 valid, 997225 problematic spliced reads
12700000 valid, 1005026 problematic spliced reads
12800000 valid, 1013037 problematic spliced reads
12900000 valid, 1020853 problematic spliced reads
13000000 valid, 1029060 problematic spliced reads
13100000 valid, 1036983 problematic spliced reads
13200000 valid, 1044814 problematic spliced reads
13300000 valid, 1052623 problematic spliced reads
13400000 valid, 1060461 problematic spliced reads
13500000 valid, 1068367 problematic spliced reads
13600000 valid, 1076421 problematic spliced reads
13700000 valid, 1084503 problematic spliced reads
13800000 valid, 1092462 problematic spliced reads
13900000 valid, 1100072 problematic spliced reads
14000000 valid, 1107958 problematic spliced reads
14100000 valid, 1115773 problematic spliced reads
14200000 valid, 1123677 problematic spliced reads
14300000 valid, 1131643 problematic spliced reads
14400000 valid, 1139635 problematic spliced reads
14500000 valid, 1147630 problematic spliced reads
14600000 valid, 1155426 problematic spliced reads
14700000 valid, 1163314 problematic spliced reads
14800000 valid, 1171239 problematic spliced reads
14900000 valid, 1179242 problematic spliced reads
15000000 valid, 1187363 problematic spliced reads
15100000 valid, 1195275 problematic spliced reads
15200000 valid, 1203071 problematic spliced reads
15300000 valid, 1211048 problematic spliced reads
15400000 valid, 1218867 problematic spliced reads
15500000 valid, 1226701 problematic spliced reads
15600000 valid, 1234621 problematic spliced reads
15700000 valid, 1242579 problematic spliced reads
15800000 valid, 1250540 problematic spliced reads
15900000 valid, 1258388 problematic spliced reads
16000000 valid, 1266476 problematic spliced reads
16100000 valid, 1274470 problematic spliced reads
16200000 valid, 1282552 problematic spliced reads
16300000 valid, 1290381 problematic spliced reads
16400000 valid, 1298171 problematic spliced reads
16500000 valid, 1306086 problematic spliced reads
16600000 valid, 1314009 problematic spliced reads
16700000 valid, 1321954 problematic spliced reads
16800000 valid, 1329858 problematic spliced reads
16900000 valid, 1337740 problematic spliced reads
17000000 valid, 1345705 problematic spliced reads
17100000 valid, 1353742 problematic spliced reads
17200000 valid, 1361970 problematic spliced reads
17300000 valid, 1370110 problematic spliced reads
17400000 valid, 1378047 problematic spliced reads
17500000 valid, 1386077 problematic spliced reads
17600000 valid, 1394101 problematic spliced reads
17700000 valid, 1402114 problematic spliced reads
17800000 valid, 1409983 problematic spliced reads
17900000 valid, 1417930 problematic spliced reads
18000000 valid, 1426019 problematic spliced reads
18100000 valid, 1434089 problematic spliced reads
18200000 valid, 1442149 problematic spliced reads
18300000 valid, 1450105 problematic spliced reads
18400000 valid, 1458058 problematic spliced reads
18500000 valid, 1466019 problematic spliced reads
18600000 valid, 1474108 problematic spliced reads
18700000 valid, 1482137 problematic spliced reads
18800000 valid, 1490245 problematic spliced reads
18900000 valid, 1498201 problematic spliced reads
19000000 valid, 1506308 problematic spliced reads
19100000 valid, 1514203 problematic spliced reads
19200000 valid, 1522176 problematic spliced reads
19300000 valid, 1530251 problematic spliced reads
19400000 valid, 1538259 problematic spliced reads
19500000 valid, 1546165 problematic spliced reads
19600000 valid, 1554157 problematic spliced reads
19700000 valid, 1562386 problematic spliced reads
19800000 valid, 1570291 problematic spliced reads
19900000 valid, 1578140 problematic spliced reads
20000000 valid, 1585985 problematic spliced reads
20100000 valid, 1593953 problematic spliced reads
20200000 valid, 1601974 problematic spliced reads
20300000 valid, 1609989 problematic spliced reads
20400000 valid, 1618206 problematic spliced reads
20500000 valid, 1626461 problematic spliced reads
20600000 valid, 1634402 problematic spliced reads
20700000 valid, 1642394 problematic spliced reads
20800000 valid, 1650318 problematic spliced reads
20900000 valid, 1658266 problematic spliced reads
21000000 valid, 1666300 problematic spliced reads
21100000 valid, 1674512 problematic spliced reads
21200000 valid, 1682474 problematic spliced reads
21300000 valid, 1690416 problematic spliced reads
21400000 valid, 1698677 problematic spliced reads
21500000 valid, 1706550 problematic spliced reads
21600000 valid, 1714312 problematic spliced reads
21700000 valid, 1722175 problematic spliced reads
21800000 valid, 1730211 problematic spliced reads
21900000 valid, 1738204 problematic spliced reads
22000000 valid, 1746006 problematic spliced reads
22100000 valid, 1754049 problematic spliced reads
22200000 valid, 1762126 problematic spliced reads
22300000 valid, 1770207 problematic spliced reads
22400000 valid, 1778146 problematic spliced reads
22500000 valid, 1786146 problematic spliced reads
22600000 valid, 1794177 problematic spliced reads
22700000 valid, 1802241 problematic spliced reads
22800000 valid, 1810279 problematic spliced reads
22900000 valid, 1818214 problematic spliced reads
23000000 valid, 1826247 problematic spliced reads
23100000 valid, 1834182 problematic spliced reads
23200000 valid, 1842259 problematic spliced reads
23300000 valid, 1850134 problematic spliced reads
23400000 valid, 1858069 problematic spliced reads
23500000 valid, 1866108 problematic spliced reads
23600000 valid, 1874137 problematic spliced reads
23700000 valid, 1882325 problematic spliced reads
23800000 valid, 1890260 problematic spliced reads
23900000 valid, 1898204 problematic spliced reads
24000000 valid, 1906163 problematic spliced reads
24100000 valid, 1914126 problematic spliced reads
24200000 valid, 1922134 problematic spliced reads
24300000 valid, 1929969 problematic spliced reads
24400000 valid, 1937863 problematic spliced reads
24500000 valid, 1945804 problematic spliced reads
24600000 valid, 1953717 problematic spliced reads
24700000 valid, 1961764 problematic spliced reads
24800000 valid, 1969666 problematic spliced reads
24900000 valid, 1977716 problematic spliced reads
25000000 valid, 1985587 problematic spliced reads
25100000 valid, 1993744 problematic spliced reads
25200000 valid, 2001594 problematic spliced reads
25300000 valid, 2009570 problematic spliced reads
25400000 valid, 2017438 problematic spliced reads
25500000 valid, 2025425 problematic spliced reads
25600000 valid, 2033450 problematic spliced reads
25700000 valid, 2041448 problematic spliced reads
25800000 valid, 2049497 problematic spliced reads
25900000 valid, 2057441 problematic spliced reads
26000000 valid, 2065105 problematic spliced reads
26100000 valid, 2073151 problematic spliced reads
26200000 valid, 2080996 problematic spliced reads
26300000 valid, 2089165 problematic spliced reads
26400000 valid, 2097090 problematic spliced reads
26500000 valid, 2105098 problematic spliced reads
26600000 valid, 2113173 problematic spliced reads
26700000 valid, 2121336 problematic spliced reads
26800000 valid, 2129446 problematic spliced reads
26900000 valid, 2137473 problematic spliced reads
27000000 valid, 2145467 problematic spliced reads
27100000 valid, 2153376 problematic spliced reads
27200000 valid, 2161548 problematic spliced reads
27300000 valid, 2169638 problematic spliced reads
27400000 valid, 2177655 problematic spliced reads
27500000 valid, 2185420 problematic spliced reads
27600000 valid, 2193228 problematic spliced reads
27700000 valid, 2201117 problematic spliced reads
27800000 valid, 2208972 problematic spliced reads
27900000 valid, 2217043 problematic spliced reads
28000000 valid, 2225155 problematic spliced reads
28100000 valid, 2233228 problematic spliced reads
28200000 valid, 2241161 problematic spliced reads
28300000 valid, 2249218 problematic spliced reads
28400000 valid, 2257208 problematic spliced reads
28500000 valid, 2265254 problematic spliced reads
28600000 valid, 2273488 problematic spliced reads
28700000 valid, 2281506 problematic spliced reads
28800000 valid, 2289347 problematic spliced reads
28900000 valid, 2297262 problematic spliced reads
29000000 valid, 2305203 problematic spliced reads
29100000 valid, 2313424 problematic spliced reads
29200000 valid, 2321451 problematic spliced reads
29300000 valid, 2329457 problematic spliced reads
29400000 valid, 2337524 problematic spliced reads
29500000 valid, 2345570 problematic spliced reads
29600000 valid, 2353702 problematic spliced reads
29700000 valid, 2361627 problematic spliced reads
29800000 valid, 2369653 problematic spliced reads
29900000 valid, 2377717 problematic spliced reads
30000000 valid, 2385805 problematic spliced reads
30100000 valid, 2393719 problematic spliced reads
30200000 valid, 2401744 problematic spliced reads
30300000 valid, 2409934 problematic spliced reads
30400000 valid, 2417846 problematic spliced reads
30500000 valid, 2425842 problematic spliced reads
30600000 valid, 2433819 problematic spliced reads
30700000 valid, 2441913 problematic spliced reads
30800000 valid, 2449950 problematic spliced reads
30900000 valid, 2457939 problematic spliced reads
31000000 valid, 2465987 problematic spliced reads
31100000 valid, 2473957 problematic spliced reads
31200000 valid, 2482020 problematic spliced reads
31300000 valid, 2490151 problematic spliced reads
31400000 valid, 2498184 problematic spliced reads
31500000 valid, 2506121 problematic spliced reads
31600000 valid, 2514180 problematic spliced reads
31700000 valid, 2522111 problematic spliced reads
31800000 valid, 2530172 problematic spliced reads
31900000 valid, 2538002 problematic spliced reads
32000000 valid, 2545917 problematic spliced reads
32100000 valid, 2554060 problematic spliced reads
32200000 valid, 2562091 problematic spliced reads
32300000 valid, 2569846 problematic spliced reads
32400000 valid, 2577730 problematic spliced reads
32500000 valid, 2585673 problematic spliced reads
32600000 valid, 2593684 problematic spliced reads
32700000 valid, 2601850 problematic spliced reads
32800000 valid, 2609794 problematic spliced reads
32900000 valid, 2617705 problematic spliced reads
33000000 valid, 2625734 problematic spliced reads
33100000 valid, 2633754 problematic spliced reads
