Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90023015505/90023015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90023015505/90023015505Aligned.out.bam.junc
100000 valid, 7784 problematic spliced reads
6700000 valid, 516966 problematic spliced reads
6800000 valid, 524752 problematic spliced reads
6900000 valid, 532635 problematic spliced reads
7000000 valid, 540354 problematic spliced reads
7100000 valid, 548096 problematic spliced reads
7200000 valid, 555848 problematic spliced reads
7300000 valid, 563508 problematic spliced reads
7400000 valid, 571250 problematic spliced reads
7500000 valid, 578958 problematic spliced reads
7600000 valid, 586703 problematic spliced reads
7700000 valid, 594316 problematic spliced reads
7800000 valid, 602194 problematic spliced reads
7900000 valid, 610025 problematic spliced reads
8000000 valid, 617701 problematic spliced reads
8100000 valid, 625431 problematic spliced reads
8200000 valid, 633038 problematic spliced reads
8300000 valid, 640753 problematic spliced reads
8400000 valid, 648386 problematic spliced reads
8500000 valid, 656234 problematic spliced reads
8600000 valid, 664007 problematic spliced reads
8700000 valid, 671743 problematic spliced reads
8800000 valid, 679484 problematic spliced reads
8900000 valid, 687415 problematic spliced reads
9000000 valid, 695119 problematic spliced reads
9100000 valid, 702934 problematic spliced reads
9200000 valid, 710839 problematic spliced reads
9300000 valid, 718728 problematic spliced reads
9400000 valid, 726438 problematic spliced reads
9500000 valid, 734219 problematic spliced reads
9600000 valid, 742112 problematic spliced reads
9700000 valid, 749681 problematic spliced reads
9800000 valid, 757398 problematic spliced reads
9900000 valid, 765059 problematic spliced reads
10000000 valid, 772754 problematic spliced reads
10100000 valid, 780490 problematic spliced reads
10200000 valid, 788197 problematic spliced reads
10300000 valid, 796071 problematic spliced reads
10400000 valid, 803745 problematic spliced reads
10500000 valid, 811632 problematic spliced reads
10600000 valid, 819272 problematic spliced reads
10700000 valid, 826828 problematic spliced reads
10800000 valid, 834614 problematic spliced reads
10900000 valid, 842271 problematic spliced reads
11000000 valid, 850259 problematic spliced reads
11100000 valid, 857994 problematic spliced reads
11200000 valid, 865693 problematic spliced reads
11300000 valid, 873412 problematic spliced reads
11400000 valid, 881305 problematic spliced reads
11500000 valid, 889032 problematic spliced reads
11600000 valid, 896725 problematic spliced reads
11700000 valid, 904355 problematic spliced reads
11800000 valid, 911795 problematic spliced reads
11900000 valid, 919498 problematic spliced reads
12000000 valid, 927402 problematic spliced reads
12100000 valid, 934964 problematic spliced reads
12200000 valid, 942552 problematic spliced reads
12300000 valid, 950249 problematic spliced reads
12400000 valid, 957994 problematic spliced reads
12500000 valid, 965735 problematic spliced reads
12600000 valid, 973586 problematic spliced reads
12700000 valid, 981164 problematic spliced reads
12800000 valid, 988920 problematic spliced reads
12900000 valid, 996677 problematic spliced reads
13000000 valid, 1004600 problematic spliced reads
13100000 valid, 1012311 problematic spliced reads
13200000 valid, 1020132 problematic spliced reads
13300000 valid, 1028110 problematic spliced reads
13400000 valid, 1035801 problematic spliced reads
13500000 valid, 1043567 problematic spliced reads
13600000 valid, 1051336 problematic spliced reads
13700000 valid, 1058991 problematic spliced reads
13800000 valid, 1067119 problematic spliced reads
13900000 valid, 1075005 problematic spliced reads
14000000 valid, 1083060 problematic spliced reads
14100000 valid, 1091024 problematic spliced reads
14200000 valid, 1098766 problematic spliced reads
14300000 valid, 1106675 problematic spliced reads
14400000 valid, 1114595 problematic spliced reads
14500000 valid, 1122392 problematic spliced reads
14600000 valid, 1130197 problematic spliced reads
14700000 valid, 1137994 problematic spliced reads
14800000 valid, 1145836 problematic spliced reads
14900000 valid, 1153636 problematic spliced reads
15000000 valid, 1161432 problematic spliced reads
15100000 valid, 1169265 problematic spliced reads
15200000 valid, 1177100 problematic spliced reads
15300000 valid, 1185015 problematic spliced reads
15400000 valid, 1192856 problematic spliced reads
15500000 valid, 1200723 problematic spliced reads
15600000 valid, 1208472 problematic spliced reads
15700000 valid, 1216249 problematic spliced reads
15800000 valid, 1224056 problematic spliced reads
15900000 valid, 1231876 problematic spliced reads
16000000 valid, 1239613 problematic spliced reads
16100000 valid, 1247462 problematic spliced reads
16200000 valid, 1255284 problematic spliced reads
16300000 valid, 1263277 problematic spliced reads
16400000 valid, 1271231 problematic spliced reads
16500000 valid, 1278924 problematic spliced reads
16600000 valid, 1286660 problematic spliced reads
16700000 valid, 1294419 problematic spliced reads
16800000 valid, 1302087 problematic spliced reads
16900000 valid, 1310089 problematic spliced reads
17000000 valid, 1317986 problematic spliced reads
17100000 valid, 1325686 problematic spliced reads
17200000 valid, 1333438 problematic spliced reads
17300000 valid, 1341263 problematic spliced reads
17400000 valid, 1349204 problematic spliced reads
17500000 valid, 1357083 problematic spliced reads
17600000 valid, 1364903 problematic spliced reads
17700000 valid, 1372770 problematic spliced reads
17800000 valid, 1380554 problematic spliced reads
17900000 valid, 1388393 problematic spliced reads
18000000 valid, 1396220 problematic spliced reads
18100000 valid, 1403864 problematic spliced reads
18200000 valid, 1411609 problematic spliced reads
18300000 valid, 1419466 problematic spliced reads
18400000 valid, 1427228 problematic spliced reads
18500000 valid, 1434951 problematic spliced reads
18600000 valid, 1442879 problematic spliced reads
18700000 valid, 1450918 problematic spliced reads
18800000 valid, 1458652 problematic spliced reads
18900000 valid, 1466376 problematic spliced reads
19000000 valid, 1474053 problematic spliced reads
19100000 valid, 1481811 problematic spliced reads
19200000 valid, 1489666 problematic spliced reads
19300000 valid, 1497301 problematic spliced reads
19400000 valid, 1505254 problematic spliced reads
19500000 valid, 1513097 problematic spliced reads
19600000 valid, 1520840 problematic spliced reads
19700000 valid, 1528507 problematic spliced reads
19800000 valid, 1536270 problematic spliced reads
19900000 valid, 1543833 problematic spliced reads
20000000 valid, 1551666 problematic spliced reads
20100000 valid, 1559551 problematic spliced reads
20200000 valid, 1567486 problematic spliced reads
20300000 valid, 1575110 problematic spliced reads
20400000 valid, 1582893 problematic spliced reads
20500000 valid, 1590707 problematic spliced reads
20600000 valid, 1598376 problematic spliced reads
20700000 valid, 1606173 problematic spliced reads
20800000 valid, 1614005 problematic spliced reads
20900000 valid, 1621937 problematic spliced reads
21000000 valid, 1629696 problematic spliced reads
21100000 valid, 1637612 problematic spliced reads
21200000 valid, 1645365 problematic spliced reads
21300000 valid, 1653206 problematic spliced reads
21400000 valid, 1661235 problematic spliced reads
21500000 valid, 1668845 problematic spliced reads
21600000 valid, 1676614 problematic spliced reads
21700000 valid, 1684553 problematic spliced reads
21800000 valid, 1692450 problematic spliced reads
21900000 valid, 1700257 problematic spliced reads
22000000 valid, 1707868 problematic spliced reads
22100000 valid, 1715640 problematic spliced reads
22200000 valid, 1723537 problematic spliced reads
22300000 valid, 1731377 problematic spliced reads
22400000 valid, 1739068 problematic spliced reads
22500000 valid, 1746860 problematic spliced reads
22600000 valid, 1754461 problematic spliced reads
22700000 valid, 1762348 problematic spliced reads
22800000 valid, 1770168 problematic spliced reads
22900000 valid, 1777919 problematic spliced reads
23000000 valid, 1785856 problematic spliced reads
23100000 valid, 1793603 problematic spliced reads
23200000 valid, 1801390 problematic spliced reads
23300000 valid, 1809201 problematic spliced reads
23400000 valid, 1817076 problematic spliced reads
23500000 valid, 1824854 problematic spliced reads
23600000 valid, 1832574 problematic spliced reads
23700000 valid, 1840358 problematic spliced reads
23800000 valid, 1848208 problematic spliced reads
23900000 valid, 1856074 problematic spliced reads
24000000 valid, 1863760 problematic spliced reads
24100000 valid, 1871353 problematic spliced reads
24200000 valid, 1879164 problematic spliced reads
24300000 valid, 1886870 problematic spliced reads
24400000 valid, 1894848 problematic spliced reads
24500000 valid, 1902483 problematic spliced reads
24600000 valid, 1910313 problematic spliced reads
24700000 valid, 1918166 problematic spliced reads
24800000 valid, 1925929 problematic spliced reads
24900000 valid, 1933934 problematic spliced reads
25000000 valid, 1941741 problematic spliced reads
25100000 valid, 1949623 problematic spliced reads
25200000 valid, 1957426 problematic spliced reads
