Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90159015505/90159015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90159015505/90159015505Aligned.out.bam.junc
100000 valid, 9515 problematic spliced reads
11300000 valid, 1097116 problematic spliced reads
11400000 valid, 1106872 problematic spliced reads
11500000 valid, 1116494 problematic spliced reads
11600000 valid, 1126331 problematic spliced reads
11700000 valid, 1136312 problematic spliced reads
11800000 valid, 1146127 problematic spliced reads
11900000 valid, 1155905 problematic spliced reads
12000000 valid, 1165761 problematic spliced reads
12100000 valid, 1175578 problematic spliced reads
12200000 valid, 1185165 problematic spliced reads
12300000 valid, 1194958 problematic spliced reads
12400000 valid, 1204838 problematic spliced reads
12500000 valid, 1214620 problematic spliced reads
12600000 valid, 1224557 problematic spliced reads
12700000 valid, 1234236 problematic spliced reads
12800000 valid, 1244030 problematic spliced reads
12900000 valid, 1253791 problematic spliced reads
13000000 valid, 1263698 problematic spliced reads
13100000 valid, 1273713 problematic spliced reads
13200000 valid, 1283630 problematic spliced reads
13300000 valid, 1293388 problematic spliced reads
13400000 valid, 1303067 problematic spliced reads
13500000 valid, 1312838 problematic spliced reads
13600000 valid, 1322338 problematic spliced reads
13700000 valid, 1332222 problematic spliced reads
13800000 valid, 1341908 problematic spliced reads
13900000 valid, 1351710 problematic spliced reads
14000000 valid, 1361591 problematic spliced reads
14100000 valid, 1371464 problematic spliced reads
14200000 valid, 1381278 problematic spliced reads
14300000 valid, 1391107 problematic spliced reads
14400000 valid, 1401110 problematic spliced reads
14500000 valid, 1411063 problematic spliced reads
14600000 valid, 1420927 problematic spliced reads
14700000 valid, 1430671 problematic spliced reads
14800000 valid, 1440364 problematic spliced reads
14900000 valid, 1450073 problematic spliced reads
15000000 valid, 1459782 problematic spliced reads
15100000 valid, 1469501 problematic spliced reads
15200000 valid, 1479230 problematic spliced reads
15300000 valid, 1488918 problematic spliced reads
