Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90157015505/90157015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90157015505/90157015505Aligned.out.bam.junc
100000 valid, 8573 problematic spliced reads
21900000 valid, 1862259 problematic spliced reads
22000000 valid, 1870776 problematic spliced reads
22100000 valid, 1879435 problematic spliced reads
22200000 valid, 1887875 problematic spliced reads
22300000 valid, 1896493 problematic spliced reads
22400000 valid, 1905071 problematic spliced reads
22500000 valid, 1913695 problematic spliced reads
22600000 valid, 1922134 problematic spliced reads
22700000 valid, 1930657 problematic spliced reads
22800000 valid, 1939112 problematic spliced reads
22900000 valid, 1947593 problematic spliced reads
23000000 valid, 1956290 problematic spliced reads
23100000 valid, 1964857 problematic spliced reads
23200000 valid, 1973449 problematic spliced reads
23300000 valid, 1981994 problematic spliced reads
