Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90047015505/90047015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90047015505/90047015505Aligned.out.bam.junc
100000 valid, 8363 problematic spliced reads
14100000 valid, 1175525 problematic spliced reads
14200000 valid, 1184027 problematic spliced reads
14300000 valid, 1192403 problematic spliced reads
14400000 valid, 1200933 problematic spliced reads
14500000 valid, 1209214 problematic spliced reads
14600000 valid, 1217534 problematic spliced reads
14700000 valid, 1226087 problematic spliced reads
14800000 valid, 1234541 problematic spliced reads
14900000 valid, 1243097 problematic spliced reads
15000000 valid, 1251487 problematic spliced reads
15100000 valid, 1260158 problematic spliced reads
15200000 valid, 1268607 problematic spliced reads
15300000 valid, 1277081 problematic spliced reads
15400000 valid, 1285623 problematic spliced reads
15500000 valid, 1294125 problematic spliced reads
15600000 valid, 1302597 problematic spliced reads
15700000 valid, 1310990 problematic spliced reads
15800000 valid, 1319480 problematic spliced reads
15900000 valid, 1327895 problematic spliced reads
16000000 valid, 1336365 problematic spliced reads
16100000 valid, 1344769 problematic spliced reads
16200000 valid, 1353237 problematic spliced reads
16300000 valid, 1361662 problematic spliced reads
16400000 valid, 1369829 problematic spliced reads
16500000 valid, 1378157 problematic spliced reads
16600000 valid, 1386496 problematic spliced reads
16700000 valid, 1394850 problematic spliced reads
16800000 valid, 1403318 problematic spliced reads
16900000 valid, 1411599 problematic spliced reads
17000000 valid, 1419974 problematic spliced reads
17100000 valid, 1428433 problematic spliced reads
17200000 valid, 1436846 problematic spliced reads
17300000 valid, 1445262 problematic spliced reads
17400000 valid, 1453696 problematic spliced reads
17500000 valid, 1462014 problematic spliced reads
17600000 valid, 1470609 problematic spliced reads
17700000 valid, 1478727 problematic spliced reads
17800000 valid, 1487059 problematic spliced reads
17900000 valid, 1495517 problematic spliced reads
18000000 valid, 1503598 problematic spliced reads
18100000 valid, 1511899 problematic spliced reads
18200000 valid, 1520316 problematic spliced reads
18300000 valid, 1528634 problematic spliced reads
18400000 valid, 1536872 problematic spliced reads
18500000 valid, 1545335 problematic spliced reads
18600000 valid, 1553887 problematic spliced reads
18700000 valid, 1562188 problematic spliced reads
18800000 valid, 1570592 problematic spliced reads
18900000 valid, 1579010 problematic spliced reads
19000000 valid, 1587301 problematic spliced reads
19100000 valid, 1595702 problematic spliced reads
19200000 valid, 1603951 problematic spliced reads
19300000 valid, 1612444 problematic spliced reads
19400000 valid, 1620860 problematic spliced reads
19500000 valid, 1629318 problematic spliced reads
19600000 valid, 1637942 problematic spliced reads
19700000 valid, 1646295 problematic spliced reads
19800000 valid, 1654544 problematic spliced reads
19900000 valid, 1662824 problematic spliced reads
20000000 valid, 1671184 problematic spliced reads
20100000 valid, 1679433 problematic spliced reads
20200000 valid, 1687762 problematic spliced reads
20300000 valid, 1696290 problematic spliced reads
20400000 valid, 1704485 problematic spliced reads
20500000 valid, 1712977 problematic spliced reads
20600000 valid, 1721304 problematic spliced reads
20700000 valid, 1729705 problematic spliced reads
20800000 valid, 1738153 problematic spliced reads
20900000 valid, 1746709 problematic spliced reads
21000000 valid, 1754967 problematic spliced reads
21100000 valid, 1763534 problematic spliced reads
21200000 valid, 1772063 problematic spliced reads
21300000 valid, 1780459 problematic spliced reads
21400000 valid, 1788952 problematic spliced reads
21500000 valid, 1797378 problematic spliced reads
21600000 valid, 1805796 problematic spliced reads
21700000 valid, 1814136 problematic spliced reads
21800000 valid, 1822448 problematic spliced reads
21900000 valid, 1830796 problematic spliced reads
22000000 valid, 1839268 problematic spliced reads
22100000 valid, 1847648 problematic spliced reads
22200000 valid, 1855928 problematic spliced reads
22300000 valid, 1864315 problematic spliced reads
22400000 valid, 1872520 problematic spliced reads
22500000 valid, 1880823 problematic spliced reads
22600000 valid, 1889291 problematic spliced reads
22700000 valid, 1897563 problematic spliced reads
22800000 valid, 1905939 problematic spliced reads
22900000 valid, 1914301 problematic spliced reads
23000000 valid, 1922647 problematic spliced reads
23100000 valid, 1931179 problematic spliced reads
23200000 valid, 1939593 problematic spliced reads
23300000 valid, 1948083 problematic spliced reads
23400000 valid, 1956539 problematic spliced reads
23500000 valid, 1964906 problematic spliced reads
23600000 valid, 1973296 problematic spliced reads
23700000 valid, 1981796 problematic spliced reads
23800000 valid, 1989973 problematic spliced reads
23900000 valid, 1998321 problematic spliced reads
24000000 valid, 2006605 problematic spliced reads
24100000 valid, 2015330 problematic spliced reads
24200000 valid, 2023890 problematic spliced reads
24300000 valid, 2032276 problematic spliced reads
24400000 valid, 2040513 problematic spliced reads
24500000 valid, 2048879 problematic spliced reads
24600000 valid, 2057258 problematic spliced reads
24700000 valid, 2065791 problematic spliced reads
24800000 valid, 2074074 problematic spliced reads
24900000 valid, 2082523 problematic spliced reads
25000000 valid, 2090908 problematic spliced reads
25100000 valid, 2099490 problematic spliced reads
25200000 valid, 2108101 problematic spliced reads
25300000 valid, 2116649 problematic spliced reads
25400000 valid, 2125096 problematic spliced reads
25500000 valid, 2133522 problematic spliced reads
25600000 valid, 2141908 problematic spliced reads
25700000 valid, 2150284 problematic spliced reads
25800000 valid, 2158896 problematic spliced reads
25900000 valid, 2167053 problematic spliced reads
26000000 valid, 2175338 problematic spliced reads
26100000 valid, 2183887 problematic spliced reads
26200000 valid, 2192334 problematic spliced reads
26300000 valid, 2201015 problematic spliced reads
26400000 valid, 2209360 problematic spliced reads
26500000 valid, 2217685 problematic spliced reads
26600000 valid, 2226238 problematic spliced reads
26700000 valid, 2234590 problematic spliced reads
26800000 valid, 2243012 problematic spliced reads
26900000 valid, 2251569 problematic spliced reads
27000000 valid, 2259872 problematic spliced reads
27100000 valid, 2268226 problematic spliced reads
27200000 valid, 2276601 problematic spliced reads
27300000 valid, 2284965 problematic spliced reads
