Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90136015505/90136015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90136015505/90136015505Aligned.out.bam.junc
100000 valid, 8163 problematic spliced reads
9300000 valid, 768105 problematic spliced reads
9400000 valid, 776391 problematic spliced reads
9500000 valid, 784782 problematic spliced reads
9600000 valid, 793091 problematic spliced reads
9700000 valid, 801316 problematic spliced reads
9800000 valid, 809812 problematic spliced reads
9900000 valid, 818166 problematic spliced reads
10000000 valid, 826586 problematic spliced reads
10100000 valid, 834970 problematic spliced reads
10200000 valid, 843249 problematic spliced reads
10300000 valid, 851657 problematic spliced reads
10400000 valid, 860202 problematic spliced reads
10500000 valid, 868609 problematic spliced reads
10600000 valid, 877028 problematic spliced reads
10700000 valid, 885259 problematic spliced reads
10800000 valid, 893684 problematic spliced reads
10900000 valid, 901973 problematic spliced reads
11000000 valid, 910148 problematic spliced reads
11100000 valid, 918650 problematic spliced reads
11200000 valid, 926964 problematic spliced reads
11300000 valid, 935450 problematic spliced reads
11400000 valid, 943618 problematic spliced reads
11500000 valid, 952012 problematic spliced reads
11600000 valid, 960590 problematic spliced reads
11700000 valid, 968780 problematic spliced reads
11800000 valid, 977132 problematic spliced reads
11900000 valid, 985393 problematic spliced reads
12000000 valid, 993697 problematic spliced reads
12100000 valid, 1001970 problematic spliced reads
12200000 valid, 1010360 problematic spliced reads
12300000 valid, 1018812 problematic spliced reads
12400000 valid, 1027233 problematic spliced reads
12500000 valid, 1035345 problematic spliced reads
12600000 valid, 1043760 problematic spliced reads
12700000 valid, 1051889 problematic spliced reads
12800000 valid, 1060271 problematic spliced reads
12900000 valid, 1068785 problematic spliced reads
13000000 valid, 1076941 problematic spliced reads
13100000 valid, 1085258 problematic spliced reads
13200000 valid, 1093463 problematic spliced reads
13300000 valid, 1101913 problematic spliced reads
13400000 valid, 1110199 problematic spliced reads
13500000 valid, 1118612 problematic spliced reads
13600000 valid, 1126973 problematic spliced reads
13700000 valid, 1135361 problematic spliced reads
13800000 valid, 1143854 problematic spliced reads
13900000 valid, 1152287 problematic spliced reads
14000000 valid, 1160660 problematic spliced reads
14100000 valid, 1169087 problematic spliced reads
14200000 valid, 1177436 problematic spliced reads
14300000 valid, 1185599 problematic spliced reads
14400000 valid, 1193721 problematic spliced reads
14500000 valid, 1201965 problematic spliced reads
14600000 valid, 1210417 problematic spliced reads
14700000 valid, 1218716 problematic spliced reads
14800000 valid, 1227036 problematic spliced reads
14900000 valid, 1235348 problematic spliced reads
15000000 valid, 1243858 problematic spliced reads
15100000 valid, 1252177 problematic spliced reads
15200000 valid, 1260482 problematic spliced reads
15300000 valid, 1268905 problematic spliced reads
15400000 valid, 1277094 problematic spliced reads
15500000 valid, 1285421 problematic spliced reads
15600000 valid, 1293679 problematic spliced reads
15700000 valid, 1301989 problematic spliced reads
15800000 valid, 1310514 problematic spliced reads
15900000 valid, 1318860 problematic spliced reads
16000000 valid, 1327327 problematic spliced reads
16100000 valid, 1335558 problematic spliced reads
16200000 valid, 1343941 problematic spliced reads
16300000 valid, 1352350 problematic spliced reads
16400000 valid, 1360686 problematic spliced reads
16500000 valid, 1369207 problematic spliced reads
16600000 valid, 1377774 problematic spliced reads
16700000 valid, 1386113 problematic spliced reads
16800000 valid, 1394372 problematic spliced reads
16900000 valid, 1402373 problematic spliced reads
17000000 valid, 1410632 problematic spliced reads
17100000 valid, 1418796 problematic spliced reads
17200000 valid, 1427093 problematic spliced reads
17300000 valid, 1435341 problematic spliced reads
17400000 valid, 1443724 problematic spliced reads
17500000 valid, 1452198 problematic spliced reads
17600000 valid, 1460563 problematic spliced reads
17700000 valid, 1468890 problematic spliced reads
17800000 valid, 1477285 problematic spliced reads
17900000 valid, 1485811 problematic spliced reads
18000000 valid, 1494239 problematic spliced reads
18100000 valid, 1502520 problematic spliced reads
18200000 valid, 1510844 problematic spliced reads
18300000 valid, 1519341 problematic spliced reads
18400000 valid, 1527696 problematic spliced reads
18500000 valid, 1535829 problematic spliced reads
18600000 valid, 1544245 problematic spliced reads
18700000 valid, 1552777 problematic spliced reads
18800000 valid, 1561266 problematic spliced reads
18900000 valid, 1569629 problematic spliced reads
