Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90015015505/90015015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90015015505/90015015505Aligned.out.bam.junc
100000 valid, 8296 problematic spliced reads
10300000 valid, 856421 problematic spliced reads
10400000 valid, 864724 problematic spliced reads
10500000 valid, 873102 problematic spliced reads
10600000 valid, 881595 problematic spliced reads
10700000 valid, 889988 problematic spliced reads
10800000 valid, 898287 problematic spliced reads
10900000 valid, 906764 problematic spliced reads
11000000 valid, 915211 problematic spliced reads
11100000 valid, 923681 problematic spliced reads
11200000 valid, 932245 problematic spliced reads
11300000 valid, 940755 problematic spliced reads
11400000 valid, 949210 problematic spliced reads
11500000 valid, 957696 problematic spliced reads
11600000 valid, 966001 problematic spliced reads
11700000 valid, 974563 problematic spliced reads
11800000 valid, 982966 problematic spliced reads
11900000 valid, 991535 problematic spliced reads
12000000 valid, 999899 problematic spliced reads
12100000 valid, 1008331 problematic spliced reads
12200000 valid, 1016606 problematic spliced reads
12300000 valid, 1024865 problematic spliced reads
12400000 valid, 1033228 problematic spliced reads
12500000 valid, 1041573 problematic spliced reads
12600000 valid, 1050075 problematic spliced reads
12700000 valid, 1058534 problematic spliced reads
12800000 valid, 1066903 problematic spliced reads
12900000 valid, 1075317 problematic spliced reads
13000000 valid, 1083747 problematic spliced reads
13100000 valid, 1092182 problematic spliced reads
13200000 valid, 1100447 problematic spliced reads
13300000 valid, 1108804 problematic spliced reads
13400000 valid, 1117248 problematic spliced reads
13500000 valid, 1125475 problematic spliced reads
13600000 valid, 1133728 problematic spliced reads
13700000 valid, 1142116 problematic spliced reads
13800000 valid, 1150533 problematic spliced reads
13900000 valid, 1158769 problematic spliced reads
14000000 valid, 1167119 problematic spliced reads
14100000 valid, 1175489 problematic spliced reads
14200000 valid, 1183986 problematic spliced reads
14300000 valid, 1192224 problematic spliced reads
14400000 valid, 1200642 problematic spliced reads
14500000 valid, 1208973 problematic spliced reads
14600000 valid, 1217443 problematic spliced reads
14700000 valid, 1225765 problematic spliced reads
14800000 valid, 1234189 problematic spliced reads
14900000 valid, 1242484 problematic spliced reads
15000000 valid, 1250798 problematic spliced reads
15100000 valid, 1259098 problematic spliced reads
15200000 valid, 1267465 problematic spliced reads
15300000 valid, 1275730 problematic spliced reads
15400000 valid, 1283961 problematic spliced reads
15500000 valid, 1292310 problematic spliced reads
15600000 valid, 1300670 problematic spliced reads
15700000 valid, 1309004 problematic spliced reads
15800000 valid, 1317412 problematic spliced reads
15900000 valid, 1325812 problematic spliced reads
16000000 valid, 1334225 problematic spliced reads
16100000 valid, 1342672 problematic spliced reads
16200000 valid, 1351226 problematic spliced reads
16300000 valid, 1359632 problematic spliced reads
16400000 valid, 1367984 problematic spliced reads
16500000 valid, 1376359 problematic spliced reads
16600000 valid, 1384722 problematic spliced reads
16700000 valid, 1392914 problematic spliced reads
16800000 valid, 1401172 problematic spliced reads
16900000 valid, 1409621 problematic spliced reads
17000000 valid, 1418089 problematic spliced reads
17100000 valid, 1426634 problematic spliced reads
17200000 valid, 1434808 problematic spliced reads
17300000 valid, 1443255 problematic spliced reads
17400000 valid, 1451505 problematic spliced reads
17500000 valid, 1459935 problematic spliced reads
17600000 valid, 1468354 problematic spliced reads
17700000 valid, 1476856 problematic spliced reads
17800000 valid, 1485313 problematic spliced reads
17900000 valid, 1493707 problematic spliced reads
18000000 valid, 1502231 problematic spliced reads
18100000 valid, 1510827 problematic spliced reads
18200000 valid, 1519148 problematic spliced reads
18300000 valid, 1527479 problematic spliced reads
18400000 valid, 1535845 problematic spliced reads
18500000 valid, 1544186 problematic spliced reads
18600000 valid, 1552628 problematic spliced reads
18700000 valid, 1560981 problematic spliced reads
18800000 valid, 1569379 problematic spliced reads
18900000 valid, 1577669 problematic spliced reads
19000000 valid, 1585880 problematic spliced reads
19100000 valid, 1594111 problematic spliced reads
19200000 valid, 1602604 problematic spliced reads
19300000 valid, 1610914 problematic spliced reads
19400000 valid, 1619364 problematic spliced reads
19500000 valid, 1627626 problematic spliced reads
19600000 valid, 1636043 problematic spliced reads
19700000 valid, 1644459 problematic spliced reads
19800000 valid, 1652956 problematic spliced reads
19900000 valid, 1661308 problematic spliced reads
20000000 valid, 1669685 problematic spliced reads
20100000 valid, 1678111 problematic spliced reads
20200000 valid, 1686429 problematic spliced reads
20300000 valid, 1694745 problematic spliced reads
20400000 valid, 1703248 problematic spliced reads
20500000 valid, 1711683 problematic spliced reads
20600000 valid, 1720098 problematic spliced reads
20700000 valid, 1728535 problematic spliced reads
20800000 valid, 1736815 problematic spliced reads
20900000 valid, 1745302 problematic spliced reads
21000000 valid, 1753666 problematic spliced reads
