Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90033015505/90033015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90033015505/90033015505Aligned.out.bam.junc
100000 valid, 8443 problematic spliced reads
21400000 valid, 1813629 problematic spliced reads
21500000 valid, 1822097 problematic spliced reads
21600000 valid, 1830684 problematic spliced reads
21700000 valid, 1839225 problematic spliced reads
21800000 valid, 1847728 problematic spliced reads
21900000 valid, 1856219 problematic spliced reads
22000000 valid, 1864769 problematic spliced reads
22100000 valid, 1873367 problematic spliced reads
22200000 valid, 1881960 problematic spliced reads
22300000 valid, 1890636 problematic spliced reads
22400000 valid, 1899073 problematic spliced reads
22500000 valid, 1907692 problematic spliced reads
22600000 valid, 1916258 problematic spliced reads
22700000 valid, 1924785 problematic spliced reads
22800000 valid, 1933255 problematic spliced reads
22900000 valid, 1941800 problematic spliced reads
23000000 valid, 1950322 problematic spliced reads
23100000 valid, 1958684 problematic spliced reads
23200000 valid, 1967261 problematic spliced reads
23300000 valid, 1975551 problematic spliced reads
23400000 valid, 1984168 problematic spliced reads
23500000 valid, 1992840 problematic spliced reads
23600000 valid, 2001372 problematic spliced reads
23700000 valid, 2009932 problematic spliced reads
23800000 valid, 2018319 problematic spliced reads
23900000 valid, 2026860 problematic spliced reads
24000000 valid, 2035115 problematic spliced reads
24100000 valid, 2043701 problematic spliced reads
