Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90139015505/90139015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90139015505/90139015505Aligned.out.bam.junc
100000 valid, 8654 problematic spliced reads
10600000 valid, 910328 problematic spliced reads
10700000 valid, 919065 problematic spliced reads
10800000 valid, 927672 problematic spliced reads
10900000 valid, 936202 problematic spliced reads
11000000 valid, 944799 problematic spliced reads
11100000 valid, 953398 problematic spliced reads
11200000 valid, 962117 problematic spliced reads
11300000 valid, 970719 problematic spliced reads
11400000 valid, 979336 problematic spliced reads
11500000 valid, 988055 problematic spliced reads
11600000 valid, 996626 problematic spliced reads
11700000 valid, 1005406 problematic spliced reads
11800000 valid, 1014029 problematic spliced reads
11900000 valid, 1022745 problematic spliced reads
12000000 valid, 1031341 problematic spliced reads
12100000 valid, 1039975 problematic spliced reads
12200000 valid, 1048772 problematic spliced reads
12300000 valid, 1057380 problematic spliced reads
12400000 valid, 1066187 problematic spliced reads
12500000 valid, 1074799 problematic spliced reads
12600000 valid, 1083336 problematic spliced reads
12700000 valid, 1092004 problematic spliced reads
12800000 valid, 1100634 problematic spliced reads
12900000 valid, 1109377 problematic spliced reads
13000000 valid, 1118040 problematic spliced reads
13100000 valid, 1126611 problematic spliced reads
13200000 valid, 1135172 problematic spliced reads
13300000 valid, 1143905 problematic spliced reads
13400000 valid, 1152632 problematic spliced reads
13500000 valid, 1161498 problematic spliced reads
13600000 valid, 1170215 problematic spliced reads
13700000 valid, 1178721 problematic spliced reads
13800000 valid, 1187386 problematic spliced reads
13900000 valid, 1196057 problematic spliced reads
14000000 valid, 1204671 problematic spliced reads
