Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90039015505/90039015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90039015505/90039015505Aligned.out.bam.junc
100000 valid, 8847 problematic spliced reads
4600000 valid, 402613 problematic spliced reads
4700000 valid, 411243 problematic spliced reads
4800000 valid, 419814 problematic spliced reads
4900000 valid, 428600 problematic spliced reads
5000000 valid, 437216 problematic spliced reads
5100000 valid, 445960 problematic spliced reads
5200000 valid, 454711 problematic spliced reads
5300000 valid, 463357 problematic spliced reads
5400000 valid, 471978 problematic spliced reads
5500000 valid, 480769 problematic spliced reads
5600000 valid, 489427 problematic spliced reads
5700000 valid, 498099 problematic spliced reads
5800000 valid, 506837 problematic spliced reads
5900000 valid, 515599 problematic spliced reads
6000000 valid, 524249 problematic spliced reads
6100000 valid, 533008 problematic spliced reads
6200000 valid, 541663 problematic spliced reads
6300000 valid, 550390 problematic spliced reads
6400000 valid, 559187 problematic spliced reads
6500000 valid, 567780 problematic spliced reads
6600000 valid, 576634 problematic spliced reads
6700000 valid, 585499 problematic spliced reads
6800000 valid, 594235 problematic spliced reads
6900000 valid, 602922 problematic spliced reads
7000000 valid, 611709 problematic spliced reads
7100000 valid, 620316 problematic spliced reads
7200000 valid, 628995 problematic spliced reads
7300000 valid, 637604 problematic spliced reads
7400000 valid, 646137 problematic spliced reads
7500000 valid, 654753 problematic spliced reads
7600000 valid, 663412 problematic spliced reads
7700000 valid, 672331 problematic spliced reads
7800000 valid, 681005 problematic spliced reads
7900000 valid, 689697 problematic spliced reads
8000000 valid, 698368 problematic spliced reads
8100000 valid, 706987 problematic spliced reads
8200000 valid, 715578 problematic spliced reads
8300000 valid, 724340 problematic spliced reads
8400000 valid, 733237 problematic spliced reads
8500000 valid, 741942 problematic spliced reads
8600000 valid, 750714 problematic spliced reads
8700000 valid, 759683 problematic spliced reads
8800000 valid, 768522 problematic spliced reads
8900000 valid, 777393 problematic spliced reads
9000000 valid, 786026 problematic spliced reads
9100000 valid, 794759 problematic spliced reads
9200000 valid, 803534 problematic spliced reads
9300000 valid, 812430 problematic spliced reads
9400000 valid, 821136 problematic spliced reads
9500000 valid, 829682 problematic spliced reads
9600000 valid, 838357 problematic spliced reads
9700000 valid, 847101 problematic spliced reads
9800000 valid, 855873 problematic spliced reads
9900000 valid, 864456 problematic spliced reads
10000000 valid, 872989 problematic spliced reads
10100000 valid, 881846 problematic spliced reads
10200000 valid, 890649 problematic spliced reads
10300000 valid, 899240 problematic spliced reads
10400000 valid, 908036 problematic spliced reads
10500000 valid, 916878 problematic spliced reads
10600000 valid, 925677 problematic spliced reads
10700000 valid, 934387 problematic spliced reads
10800000 valid, 943072 problematic spliced reads
10900000 valid, 951989 problematic spliced reads
11000000 valid, 960861 problematic spliced reads
11100000 valid, 969386 problematic spliced reads
11200000 valid, 978069 problematic spliced reads
11300000 valid, 986782 problematic spliced reads
11400000 valid, 995578 problematic spliced reads
11500000 valid, 1004382 problematic spliced reads
11600000 valid, 1012915 problematic spliced reads
11700000 valid, 1021719 problematic spliced reads
11800000 valid, 1030419 problematic spliced reads
11900000 valid, 1039087 problematic spliced reads
12000000 valid, 1047972 problematic spliced reads
12100000 valid, 1056779 problematic spliced reads
12200000 valid, 1065510 problematic spliced reads
12300000 valid, 1074270 problematic spliced reads
12400000 valid, 1083227 problematic spliced reads
12500000 valid, 1091983 problematic spliced reads
12600000 valid, 1100659 problematic spliced reads
12700000 valid, 1109196 problematic spliced reads
12800000 valid, 1117805 problematic spliced reads
12900000 valid, 1126723 problematic spliced reads
13000000 valid, 1135529 problematic spliced reads
13100000 valid, 1144353 problematic spliced reads
13200000 valid, 1153030 problematic spliced reads
13300000 valid, 1161891 problematic spliced reads
13400000 valid, 1170692 problematic spliced reads
13500000 valid, 1179448 problematic spliced reads
13600000 valid, 1188364 problematic spliced reads
13700000 valid, 1197174 problematic spliced reads
13800000 valid, 1206082 problematic spliced reads
13900000 valid, 1214676 problematic spliced reads
14000000 valid, 1223428 problematic spliced reads
14100000 valid, 1232190 problematic spliced reads
14200000 valid, 1240931 problematic spliced reads
14300000 valid, 1249693 problematic spliced reads
14400000 valid, 1258329 problematic spliced reads
14500000 valid, 1267039 problematic spliced reads
14600000 valid, 1275752 problematic spliced reads
14700000 valid, 1284605 problematic spliced reads
14800000 valid, 1293272 problematic spliced reads
14900000 valid, 1302008 problematic spliced reads
15000000 valid, 1310752 problematic spliced reads
15100000 valid, 1319392 problematic spliced reads
15200000 valid, 1328156 problematic spliced reads
15300000 valid, 1337010 problematic spliced reads
15400000 valid, 1345860 problematic spliced reads
15500000 valid, 1354751 problematic spliced reads
15600000 valid, 1363408 problematic spliced reads
15700000 valid, 1372130 problematic spliced reads
15800000 valid, 1380828 problematic spliced reads
15900000 valid, 1389650 problematic spliced reads
16000000 valid, 1398407 problematic spliced reads
16100000 valid, 1407127 problematic spliced reads
16200000 valid, 1415879 problematic spliced reads
16300000 valid, 1424615 problematic spliced reads
16400000 valid, 1433281 problematic spliced reads
16500000 valid, 1442090 problematic spliced reads
16600000 valid, 1451003 problematic spliced reads
16700000 valid, 1459877 problematic spliced reads
16800000 valid, 1468633 problematic spliced reads
16900000 valid, 1477374 problematic spliced reads
17000000 valid, 1486068 problematic spliced reads
17100000 valid, 1494853 problematic spliced reads
17200000 valid, 1503424 problematic spliced reads
17300000 valid, 1512229 problematic spliced reads
17400000 valid, 1520989 problematic spliced reads
17500000 valid, 1529695 problematic spliced reads
17600000 valid, 1538659 problematic spliced reads
17700000 valid, 1547500 problematic spliced reads
17800000 valid, 1556228 problematic spliced reads
17900000 valid, 1564812 problematic spliced reads
18000000 valid, 1573724 problematic spliced reads
18100000 valid, 1582525 problematic spliced reads
18200000 valid, 1591268 problematic spliced reads
18300000 valid, 1600030 problematic spliced reads
18400000 valid, 1608833 problematic spliced reads
18500000 valid, 1617482 problematic spliced reads
18600000 valid, 1626389 problematic spliced reads
18700000 valid, 1635148 problematic spliced reads
18800000 valid, 1644008 problematic spliced reads
18900000 valid, 1652760 problematic spliced reads
19000000 valid, 1661575 problematic spliced reads
19100000 valid, 1670293 problematic spliced reads
19200000 valid, 1679075 problematic spliced reads
19300000 valid, 1687744 problematic spliced reads
19400000 valid, 1696581 problematic spliced reads
19500000 valid, 1705384 problematic spliced reads
19600000 valid, 1714266 problematic spliced reads
19700000 valid, 1722981 problematic spliced reads
19800000 valid, 1731688 problematic spliced reads
19900000 valid, 1740441 problematic spliced reads
20000000 valid, 1749144 problematic spliced reads
20100000 valid, 1757906 problematic spliced reads
20200000 valid, 1766635 problematic spliced reads
20300000 valid, 1775346 problematic spliced reads
20400000 valid, 1783888 problematic spliced reads
20500000 valid, 1792774 problematic spliced reads
20600000 valid, 1801684 problematic spliced reads
20700000 valid, 1810428 problematic spliced reads
20800000 valid, 1818933 problematic spliced reads
20900000 valid, 1827624 problematic spliced reads
21000000 valid, 1836297 problematic spliced reads
21100000 valid, 1845009 problematic spliced reads
21200000 valid, 1853710 problematic spliced reads
21300000 valid, 1862283 problematic spliced reads
21400000 valid, 1870908 problematic spliced reads
21500000 valid, 1879703 problematic spliced reads
21600000 valid, 1888641 problematic spliced reads
21700000 valid, 1897354 problematic spliced reads
21800000 valid, 1905962 problematic spliced reads
21900000 valid, 1914571 problematic spliced reads
22000000 valid, 1923287 problematic spliced reads
22100000 valid, 1932098 problematic spliced reads
22200000 valid, 1940785 problematic spliced reads
22300000 valid, 1949528 problematic spliced reads
22400000 valid, 1958170 problematic spliced reads
22500000 valid, 1967064 problematic spliced reads
22600000 valid, 1975877 problematic spliced reads
22700000 valid, 1984654 problematic spliced reads
22800000 valid, 1993564 problematic spliced reads
22900000 valid, 2002215 problematic spliced reads
23000000 valid, 2010913 problematic spliced reads
23100000 valid, 2019526 problematic spliced reads
23200000 valid, 2028258 problematic spliced reads
23300000 valid, 2037083 problematic spliced reads
23400000 valid, 2045818 problematic spliced reads
23500000 valid, 2054472 problematic spliced reads
23600000 valid, 2063361 problematic spliced reads
23700000 valid, 2071938 problematic spliced reads
23800000 valid, 2080600 problematic spliced reads
23900000 valid, 2089371 problematic spliced reads
24000000 valid, 2098152 problematic spliced reads
24100000 valid, 2106999 problematic spliced reads
24200000 valid, 2115758 problematic spliced reads
24300000 valid, 2124451 problematic spliced reads
24400000 valid, 2132923 problematic spliced reads
24500000 valid, 2141706 problematic spliced reads
24600000 valid, 2150370 problematic spliced reads
24700000 valid, 2159096 problematic spliced reads
24800000 valid, 2167716 problematic spliced reads
24900000 valid, 2176318 problematic spliced reads
25000000 valid, 2185201 problematic spliced reads
25100000 valid, 2193858 problematic spliced reads
25200000 valid, 2202781 problematic spliced reads
25300000 valid, 2211437 problematic spliced reads
25400000 valid, 2220258 problematic spliced reads
25500000 valid, 2229087 problematic spliced reads
25600000 valid, 2237775 problematic spliced reads
25700000 valid, 2246638 problematic spliced reads
25800000 valid, 2255326 problematic spliced reads
25900000 valid, 2264106 problematic spliced reads
26000000 valid, 2272795 problematic spliced reads
26100000 valid, 2281438 problematic spliced reads
26200000 valid, 2290133 problematic spliced reads
26300000 valid, 2298909 problematic spliced reads
26400000 valid, 2307430 problematic spliced reads
26500000 valid, 2315923 problematic spliced reads
26600000 valid, 2324769 problematic spliced reads
26700000 valid, 2333643 problematic spliced reads
26800000 valid, 2342317 problematic spliced reads
26900000 valid, 2351002 problematic spliced reads
27000000 valid, 2359492 problematic spliced reads
27100000 valid, 2368076 problematic spliced reads
27200000 valid, 2376909 problematic spliced reads
27300000 valid, 2385535 problematic spliced reads
27400000 valid, 2394241 problematic spliced reads
27500000 valid, 2403175 problematic spliced reads
27600000 valid, 2411824 problematic spliced reads
27700000 valid, 2420786 problematic spliced reads
27800000 valid, 2429588 problematic spliced reads
27900000 valid, 2438543 problematic spliced reads
28000000 valid, 2447443 problematic spliced reads
28100000 valid, 2456267 problematic spliced reads
28200000 valid, 2465009 problematic spliced reads
28300000 valid, 2473766 problematic spliced reads
28400000 valid, 2482465 problematic spliced reads
28500000 valid, 2491039 problematic spliced reads
28600000 valid, 2499696 problematic spliced reads
28700000 valid, 2508448 problematic spliced reads
28800000 valid, 2517313 problematic spliced reads
28900000 valid, 2526043 problematic spliced reads
29000000 valid, 2534773 problematic spliced reads
29100000 valid, 2543536 problematic spliced reads
29200000 valid, 2552223 problematic spliced reads
29300000 valid, 2560786 problematic spliced reads
29400000 valid, 2569472 problematic spliced reads
29500000 valid, 2578210 problematic spliced reads
29600000 valid, 2587013 problematic spliced reads
29700000 valid, 2595766 problematic spliced reads
