Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90053015505/90053015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90053015505/90053015505Aligned.out.bam.junc
100000 valid, 8634 problematic spliced reads
8600000 valid, 749883 problematic spliced reads
8700000 valid, 758671 problematic spliced reads
8800000 valid, 767292 problematic spliced reads
8900000 valid, 775917 problematic spliced reads
9000000 valid, 784501 problematic spliced reads
9100000 valid, 793347 problematic spliced reads
9200000 valid, 802097 problematic spliced reads
9300000 valid, 810851 problematic spliced reads
9400000 valid, 819895 problematic spliced reads
9500000 valid, 828750 problematic spliced reads
9600000 valid, 837582 problematic spliced reads
9700000 valid, 846267 problematic spliced reads
9800000 valid, 855050 problematic spliced reads
9900000 valid, 864029 problematic spliced reads
10000000 valid, 872793 problematic spliced reads
10100000 valid, 881787 problematic spliced reads
10200000 valid, 890728 problematic spliced reads
10300000 valid, 899470 problematic spliced reads
10400000 valid, 908486 problematic spliced reads
10500000 valid, 917304 problematic spliced reads
10600000 valid, 926263 problematic spliced reads
10700000 valid, 935351 problematic spliced reads
10800000 valid, 944345 problematic spliced reads
10900000 valid, 953212 problematic spliced reads
11000000 valid, 961865 problematic spliced reads
11100000 valid, 970807 problematic spliced reads
11200000 valid, 979775 problematic spliced reads
11300000 valid, 988673 problematic spliced reads
11400000 valid, 997213 problematic spliced reads
11500000 valid, 1006028 problematic spliced reads
11600000 valid, 1014731 problematic spliced reads
11700000 valid, 1023538 problematic spliced reads
11800000 valid, 1032354 problematic spliced reads
11900000 valid, 1041148 problematic spliced reads
12000000 valid, 1049853 problematic spliced reads
12100000 valid, 1058650 problematic spliced reads
12200000 valid, 1067528 problematic spliced reads
12300000 valid, 1076323 problematic spliced reads
12400000 valid, 1085251 problematic spliced reads
12500000 valid, 1094164 problematic spliced reads
12600000 valid, 1103071 problematic spliced reads
12700000 valid, 1112052 problematic spliced reads
12800000 valid, 1120907 problematic spliced reads
12900000 valid, 1129567 problematic spliced reads
13000000 valid, 1138370 problematic spliced reads
13100000 valid, 1147266 problematic spliced reads
13200000 valid, 1155987 problematic spliced reads
13300000 valid, 1164765 problematic spliced reads
13400000 valid, 1173570 problematic spliced reads
13500000 valid, 1182519 problematic spliced reads
13600000 valid, 1191340 problematic spliced reads
13700000 valid, 1200300 problematic spliced reads
13800000 valid, 1209291 problematic spliced reads
13900000 valid, 1217983 problematic spliced reads
14000000 valid, 1226791 problematic spliced reads
14100000 valid, 1235418 problematic spliced reads
14200000 valid, 1244262 problematic spliced reads
14300000 valid, 1253019 problematic spliced reads
14400000 valid, 1261888 problematic spliced reads
14500000 valid, 1270794 problematic spliced reads
14600000 valid, 1279602 problematic spliced reads
14700000 valid, 1288541 problematic spliced reads
14800000 valid, 1297259 problematic spliced reads
14900000 valid, 1306018 problematic spliced reads
15000000 valid, 1314698 problematic spliced reads
15100000 valid, 1323454 problematic spliced reads
15200000 valid, 1332272 problematic spliced reads
15300000 valid, 1341077 problematic spliced reads
15400000 valid, 1349972 problematic spliced reads
15500000 valid, 1358651 problematic spliced reads
15600000 valid, 1367335 problematic spliced reads
15700000 valid, 1376265 problematic spliced reads
15800000 valid, 1385025 problematic spliced reads
15900000 valid, 1393641 problematic spliced reads
16000000 valid, 1402468 problematic spliced reads
16100000 valid, 1411111 problematic spliced reads
16200000 valid, 1419784 problematic spliced reads
16300000 valid, 1428544 problematic spliced reads
16400000 valid, 1437405 problematic spliced reads
16500000 valid, 1446338 problematic spliced reads
16600000 valid, 1455156 problematic spliced reads
16700000 valid, 1464000 problematic spliced reads
16800000 valid, 1472672 problematic spliced reads
16900000 valid, 1481599 problematic spliced reads
17000000 valid, 1490197 problematic spliced reads
17100000 valid, 1499004 problematic spliced reads
17200000 valid, 1507797 problematic spliced reads
17300000 valid, 1516458 problematic spliced reads
17400000 valid, 1525061 problematic spliced reads
17500000 valid, 1533824 problematic spliced reads
17600000 valid, 1542610 problematic spliced reads
17700000 valid, 1551364 problematic spliced reads
