Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90121015505/90121015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90121015505/90121015505Aligned.out.bam.junc
100000 valid, 8523 problematic spliced reads
8500000 valid, 716881 problematic spliced reads
8600000 valid, 725303 problematic spliced reads
8700000 valid, 733750 problematic spliced reads
8800000 valid, 742191 problematic spliced reads
8900000 valid, 750584 problematic spliced reads
9000000 valid, 758976 problematic spliced reads
9100000 valid, 767499 problematic spliced reads
9200000 valid, 776035 problematic spliced reads
9300000 valid, 784540 problematic spliced reads
9400000 valid, 792898 problematic spliced reads
9500000 valid, 801431 problematic spliced reads
9600000 valid, 810105 problematic spliced reads
9700000 valid, 818528 problematic spliced reads
9800000 valid, 827148 problematic spliced reads
9900000 valid, 835782 problematic spliced reads
10000000 valid, 844201 problematic spliced reads
10100000 valid, 852729 problematic spliced reads
10200000 valid, 861168 problematic spliced reads
10300000 valid, 869577 problematic spliced reads
10400000 valid, 877976 problematic spliced reads
10500000 valid, 886775 problematic spliced reads
10600000 valid, 895255 problematic spliced reads
10700000 valid, 903745 problematic spliced reads
10800000 valid, 912360 problematic spliced reads
10900000 valid, 920959 problematic spliced reads
11000000 valid, 929592 problematic spliced reads
11100000 valid, 938125 problematic spliced reads
11200000 valid, 946436 problematic spliced reads
11300000 valid, 954855 problematic spliced reads
11400000 valid, 963322 problematic spliced reads
11500000 valid, 971845 problematic spliced reads
11600000 valid, 980560 problematic spliced reads
11700000 valid, 988880 problematic spliced reads
11800000 valid, 997616 problematic spliced reads
11900000 valid, 1006288 problematic spliced reads
12000000 valid, 1014976 problematic spliced reads
12100000 valid, 1023500 problematic spliced reads
12200000 valid, 1032012 problematic spliced reads
12300000 valid, 1040701 problematic spliced reads
12400000 valid, 1049298 problematic spliced reads
12500000 valid, 1057738 problematic spliced reads
12600000 valid, 1066232 problematic spliced reads
12700000 valid, 1074664 problematic spliced reads
12800000 valid, 1083109 problematic spliced reads
12900000 valid, 1091586 problematic spliced reads
13000000 valid, 1099959 problematic spliced reads
13100000 valid, 1108487 problematic spliced reads
13200000 valid, 1116930 problematic spliced reads
13300000 valid, 1125640 problematic spliced reads
13400000 valid, 1134063 problematic spliced reads
13500000 valid, 1142333 problematic spliced reads
13600000 valid, 1150809 problematic spliced reads
13700000 valid, 1159233 problematic spliced reads
13800000 valid, 1167958 problematic spliced reads
13900000 valid, 1176474 problematic spliced reads
14000000 valid, 1185173 problematic spliced reads
14100000 valid, 1193767 problematic spliced reads
14200000 valid, 1202382 problematic spliced reads
14300000 valid, 1210931 problematic spliced reads
14400000 valid, 1219378 problematic spliced reads
14500000 valid, 1228049 problematic spliced reads
14600000 valid, 1236519 problematic spliced reads
14700000 valid, 1245115 problematic spliced reads
14800000 valid, 1253641 problematic spliced reads
14900000 valid, 1262116 problematic spliced reads
15000000 valid, 1270723 problematic spliced reads
15100000 valid, 1278932 problematic spliced reads
15200000 valid, 1287515 problematic spliced reads
15300000 valid, 1296203 problematic spliced reads
15400000 valid, 1304560 problematic spliced reads
15500000 valid, 1312985 problematic spliced reads
15600000 valid, 1321373 problematic spliced reads
15700000 valid, 1329845 problematic spliced reads
15800000 valid, 1338295 problematic spliced reads
15900000 valid, 1346777 problematic spliced reads
16000000 valid, 1355150 problematic spliced reads
16100000 valid, 1363910 problematic spliced reads
16200000 valid, 1372550 problematic spliced reads
16300000 valid, 1381136 problematic spliced reads
16400000 valid, 1389721 problematic spliced reads
16500000 valid, 1398187 problematic spliced reads
16600000 valid, 1406821 problematic spliced reads
16700000 valid, 1415544 problematic spliced reads
16800000 valid, 1424126 problematic spliced reads
16900000 valid, 1432566 problematic spliced reads
17000000 valid, 1441107 problematic spliced reads
17100000 valid, 1449613 problematic spliced reads
17200000 valid, 1458120 problematic spliced reads
17300000 valid, 1466569 problematic spliced reads
17400000 valid, 1475035 problematic spliced reads
