Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90119015505/90119015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90119015505/90119015505Aligned.out.bam.junc
100000 valid, 8368 problematic spliced reads
4900000 valid, 405161 problematic spliced reads
5000000 valid, 413582 problematic spliced reads
5100000 valid, 421912 problematic spliced reads
5200000 valid, 430256 problematic spliced reads
5300000 valid, 438689 problematic spliced reads
5400000 valid, 446951 problematic spliced reads
5500000 valid, 455215 problematic spliced reads
5600000 valid, 463465 problematic spliced reads
5700000 valid, 471768 problematic spliced reads
5800000 valid, 480277 problematic spliced reads
5900000 valid, 488386 problematic spliced reads
6000000 valid, 496840 problematic spliced reads
6100000 valid, 505234 problematic spliced reads
6200000 valid, 513398 problematic spliced reads
6300000 valid, 521702 problematic spliced reads
6400000 valid, 529905 problematic spliced reads
6500000 valid, 538029 problematic spliced reads
6600000 valid, 546434 problematic spliced reads
6700000 valid, 554864 problematic spliced reads
6800000 valid, 563187 problematic spliced reads
6900000 valid, 571460 problematic spliced reads
7000000 valid, 579659 problematic spliced reads
7100000 valid, 587957 problematic spliced reads
7200000 valid, 596239 problematic spliced reads
7300000 valid, 604501 problematic spliced reads
7400000 valid, 612704 problematic spliced reads
7500000 valid, 621039 problematic spliced reads
7600000 valid, 629388 problematic spliced reads
7700000 valid, 637665 problematic spliced reads
7800000 valid, 646035 problematic spliced reads
7900000 valid, 654420 problematic spliced reads
8000000 valid, 662591 problematic spliced reads
8100000 valid, 671110 problematic spliced reads
8200000 valid, 679345 problematic spliced reads
8300000 valid, 687650 problematic spliced reads
8400000 valid, 695919 problematic spliced reads
8500000 valid, 704298 problematic spliced reads
8600000 valid, 712576 problematic spliced reads
8700000 valid, 720944 problematic spliced reads
8800000 valid, 729318 problematic spliced reads
8900000 valid, 737546 problematic spliced reads
9000000 valid, 745735 problematic spliced reads
9100000 valid, 754092 problematic spliced reads
9200000 valid, 762185 problematic spliced reads
9300000 valid, 770399 problematic spliced reads
9400000 valid, 778877 problematic spliced reads
9500000 valid, 787275 problematic spliced reads
9600000 valid, 795751 problematic spliced reads
9700000 valid, 804146 problematic spliced reads
9800000 valid, 812328 problematic spliced reads
9900000 valid, 820723 problematic spliced reads
10000000 valid, 829168 problematic spliced reads
10100000 valid, 837545 problematic spliced reads
10200000 valid, 845928 problematic spliced reads
10300000 valid, 854176 problematic spliced reads
10400000 valid, 862547 problematic spliced reads
10500000 valid, 870996 problematic spliced reads
10600000 valid, 879266 problematic spliced reads
10700000 valid, 887586 problematic spliced reads
10800000 valid, 896090 problematic spliced reads
10900000 valid, 904355 problematic spliced reads
11000000 valid, 912602 problematic spliced reads
11100000 valid, 920790 problematic spliced reads
11200000 valid, 929298 problematic spliced reads
11300000 valid, 937548 problematic spliced reads
11400000 valid, 945735 problematic spliced reads
11500000 valid, 953949 problematic spliced reads
11600000 valid, 962294 problematic spliced reads
11700000 valid, 970718 problematic spliced reads
11800000 valid, 979128 problematic spliced reads
11900000 valid, 987326 problematic spliced reads
12000000 valid, 995707 problematic spliced reads
12100000 valid, 1003932 problematic spliced reads
12200000 valid, 1012341 problematic spliced reads
12300000 valid, 1020571 problematic spliced reads
12400000 valid, 1028875 problematic spliced reads
12500000 valid, 1037183 problematic spliced reads
12600000 valid, 1045597 problematic spliced reads
12700000 valid, 1054030 problematic spliced reads
12800000 valid, 1062398 problematic spliced reads
12900000 valid, 1070727 problematic spliced reads
13000000 valid, 1079142 problematic spliced reads
13100000 valid, 1087549 problematic spliced reads
13200000 valid, 1095972 problematic spliced reads
13300000 valid, 1104427 problematic spliced reads
13400000 valid, 1112937 problematic spliced reads
13500000 valid, 1121487 problematic spliced reads
13600000 valid, 1130074 problematic spliced reads
13700000 valid, 1138333 problematic spliced reads
13800000 valid, 1146739 problematic spliced reads
13900000 valid, 1155113 problematic spliced reads
14000000 valid, 1163451 problematic spliced reads
14100000 valid, 1171943 problematic spliced reads
14200000 valid, 1180278 problematic spliced reads
14300000 valid, 1188797 problematic spliced reads
14400000 valid, 1197274 problematic spliced reads
14500000 valid, 1205652 problematic spliced reads
14600000 valid, 1214010 problematic spliced reads
14700000 valid, 1222427 problematic spliced reads
14800000 valid, 1230759 problematic spliced reads
14900000 valid, 1238872 problematic spliced reads
15000000 valid, 1247052 problematic spliced reads
15100000 valid, 1255389 problematic spliced reads
15200000 valid, 1263821 problematic spliced reads
15300000 valid, 1272230 problematic spliced reads
15400000 valid, 1280562 problematic spliced reads
15500000 valid, 1288821 problematic spliced reads
15600000 valid, 1297035 problematic spliced reads
15700000 valid, 1305372 problematic spliced reads
15800000 valid, 1313936 problematic spliced reads
15900000 valid, 1322413 problematic spliced reads
16000000 valid, 1330642 problematic spliced reads
16100000 valid, 1338867 problematic spliced reads
16200000 valid, 1347242 problematic spliced reads
16300000 valid, 1355663 problematic spliced reads
16400000 valid, 1363891 problematic spliced reads
16500000 valid, 1372218 problematic spliced reads
16600000 valid, 1380607 problematic spliced reads
16700000 valid, 1389088 problematic spliced reads
16800000 valid, 1397527 problematic spliced reads
16900000 valid, 1405976 problematic spliced reads
17000000 valid, 1414363 problematic spliced reads
17100000 valid, 1422885 problematic spliced reads
17200000 valid, 1431227 problematic spliced reads
17300000 valid, 1439393 problematic spliced reads
17400000 valid, 1447820 problematic spliced reads
17500000 valid, 1456267 problematic spliced reads
17600000 valid, 1464583 problematic spliced reads
17700000 valid, 1472893 problematic spliced reads
17800000 valid, 1481231 problematic spliced reads
17900000 valid, 1489525 problematic spliced reads
18000000 valid, 1497791 problematic spliced reads
18100000 valid, 1505957 problematic spliced reads
18200000 valid, 1514113 problematic spliced reads
18300000 valid, 1522563 problematic spliced reads
18400000 valid, 1530911 problematic spliced reads
18500000 valid, 1539268 problematic spliced reads
18600000 valid, 1547791 problematic spliced reads
18700000 valid, 1556226 problematic spliced reads
18800000 valid, 1564698 problematic spliced reads
18900000 valid, 1573027 problematic spliced reads
19000000 valid, 1581566 problematic spliced reads
19100000 valid, 1589667 problematic spliced reads
19200000 valid, 1597939 problematic spliced reads
19300000 valid, 1606420 problematic spliced reads
19400000 valid, 1614804 problematic spliced reads
19500000 valid, 1623115 problematic spliced reads
19600000 valid, 1631570 problematic spliced reads
19700000 valid, 1639946 problematic spliced reads
19800000 valid, 1648414 problematic spliced reads
19900000 valid, 1656605 problematic spliced reads
20000000 valid, 1664882 problematic spliced reads
20100000 valid, 1673297 problematic spliced reads
20200000 valid, 1681764 problematic spliced reads
20300000 valid, 1690204 problematic spliced reads
20400000 valid, 1698719 problematic spliced reads
20500000 valid, 1707064 problematic spliced reads
20600000 valid, 1715610 problematic spliced reads
20700000 valid, 1724042 problematic spliced reads
20800000 valid, 1732282 problematic spliced reads
20900000 valid, 1740852 problematic spliced reads
21000000 valid, 1749265 problematic spliced reads
21100000 valid, 1757559 problematic spliced reads
21200000 valid, 1765970 problematic spliced reads
21300000 valid, 1774368 problematic spliced reads
21400000 valid, 1782632 problematic spliced reads
21500000 valid, 1790834 problematic spliced reads
21600000 valid, 1799064 problematic spliced reads
21700000 valid, 1807382 problematic spliced reads
21800000 valid, 1815767 problematic spliced reads
21900000 valid, 1824169 problematic spliced reads
22000000 valid, 1832625 problematic spliced reads
22100000 valid, 1841009 problematic spliced reads
22200000 valid, 1849278 problematic spliced reads
22300000 valid, 1857741 problematic spliced reads
22400000 valid, 1866065 problematic spliced reads
22500000 valid, 1874440 problematic spliced reads
22600000 valid, 1882743 problematic spliced reads
22700000 valid, 1891253 problematic spliced reads
22800000 valid, 1899733 problematic spliced reads
22900000 valid, 1908212 problematic spliced reads
23000000 valid, 1916633 problematic spliced reads
23100000 valid, 1924936 problematic spliced reads
23200000 valid, 1933388 problematic spliced reads
23300000 valid, 1941768 problematic spliced reads
23400000 valid, 1950267 problematic spliced reads
23500000 valid, 1958757 problematic spliced reads
23600000 valid, 1966901 problematic spliced reads
23700000 valid, 1975390 problematic spliced reads
23800000 valid, 1983824 problematic spliced reads
23900000 valid, 1992237 problematic spliced reads
24000000 valid, 2000548 problematic spliced reads
24100000 valid, 2008831 problematic spliced reads
24200000 valid, 2017147 problematic spliced reads
24300000 valid, 2025657 problematic spliced reads
24400000 valid, 2034035 problematic spliced reads
24500000 valid, 2042318 problematic spliced reads
