Converting /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90011015505/90011015505Aligned.out.bam to /oak/stanford/groups/smontgom/lonet/motrpac/star_secondpass/90011015505/90011015505Aligned.out.bam.junc
100000 valid, 8470 problematic spliced reads
7500000 valid, 620437 problematic spliced reads
7600000 valid, 628634 problematic spliced reads
7700000 valid, 636859 problematic spliced reads
7800000 valid, 645148 problematic spliced reads
7900000 valid, 653454 problematic spliced reads
8000000 valid, 661936 problematic spliced reads
8100000 valid, 670185 problematic spliced reads
8200000 valid, 678531 problematic spliced reads
8300000 valid, 686924 problematic spliced reads
8400000 valid, 695086 problematic spliced reads
8500000 valid, 703596 problematic spliced reads
8600000 valid, 712014 problematic spliced reads
8700000 valid, 720374 problematic spliced reads
8800000 valid, 728610 problematic spliced reads
8900000 valid, 737002 problematic spliced reads
9000000 valid, 745335 problematic spliced reads
9100000 valid, 753689 problematic spliced reads
9200000 valid, 761929 problematic spliced reads
9300000 valid, 770071 problematic spliced reads
9400000 valid, 778311 problematic spliced reads
9500000 valid, 786514 problematic spliced reads
9600000 valid, 794841 problematic spliced reads
9700000 valid, 803052 problematic spliced reads
9800000 valid, 811172 problematic spliced reads
9900000 valid, 819717 problematic spliced reads
10000000 valid, 828303 problematic spliced reads
10100000 valid, 836750 problematic spliced reads
10200000 valid, 844971 problematic spliced reads
10300000 valid, 853453 problematic spliced reads
10400000 valid, 861915 problematic spliced reads
10500000 valid, 870337 problematic spliced reads
10600000 valid, 878952 problematic spliced reads
10700000 valid, 887468 problematic spliced reads
10800000 valid, 895990 problematic spliced reads
10900000 valid, 904331 problematic spliced reads
11000000 valid, 912975 problematic spliced reads
11100000 valid, 921577 problematic spliced reads
11200000 valid, 929830 problematic spliced reads
11300000 valid, 938201 problematic spliced reads
11400000 valid, 946764 problematic spliced reads
11500000 valid, 955282 problematic spliced reads
11600000 valid, 963569 problematic spliced reads
11700000 valid, 972045 problematic spliced reads
11800000 valid, 980310 problematic spliced reads
11900000 valid, 988780 problematic spliced reads
12000000 valid, 997191 problematic spliced reads
12100000 valid, 1005581 problematic spliced reads
12200000 valid, 1013976 problematic spliced reads
12300000 valid, 1022576 problematic spliced reads
12400000 valid, 1030969 problematic spliced reads
12500000 valid, 1039367 problematic spliced reads
12600000 valid, 1047718 problematic spliced reads
12700000 valid, 1055927 problematic spliced reads
12800000 valid, 1064363 problematic spliced reads
12900000 valid, 1072711 problematic spliced reads
13000000 valid, 1081051 problematic spliced reads
13100000 valid, 1089580 problematic spliced reads
13200000 valid, 1098036 problematic spliced reads
13300000 valid, 1106292 problematic spliced reads
13400000 valid, 1114709 problematic spliced reads
13500000 valid, 1123179 problematic spliced reads
13600000 valid, 1131536 problematic spliced reads
13700000 valid, 1140083 problematic spliced reads
13800000 valid, 1148574 problematic spliced reads
13900000 valid, 1156948 problematic spliced reads
14000000 valid, 1165256 problematic spliced reads
14100000 valid, 1173607 problematic spliced reads
14200000 valid, 1181744 problematic spliced reads
14300000 valid, 1190041 problematic spliced reads
14400000 valid, 1198442 problematic spliced reads
14500000 valid, 1207036 problematic spliced reads
14600000 valid, 1215280 problematic spliced reads
14700000 valid, 1223725 problematic spliced reads
14800000 valid, 1232165 problematic spliced reads
14900000 valid, 1240472 problematic spliced reads
15000000 valid, 1248665 problematic spliced reads
15100000 valid, 1257066 problematic spliced reads
15200000 valid, 1265299 problematic spliced reads
15300000 valid, 1273619 problematic spliced reads
15400000 valid, 1281823 problematic spliced reads
15500000 valid, 1290184 problematic spliced reads
15600000 valid, 1298488 problematic spliced reads
15700000 valid, 1306606 problematic spliced reads
15800000 valid, 1314968 problematic spliced reads
15900000 valid, 1323452 problematic spliced reads
16000000 valid, 1331789 problematic spliced reads
16100000 valid, 1340197 problematic spliced reads
16200000 valid, 1348460 problematic spliced reads
16300000 valid, 1356777 problematic spliced reads
16400000 valid, 1365294 problematic spliced reads
16500000 valid, 1373681 problematic spliced reads
16600000 valid, 1381962 problematic spliced reads
16700000 valid, 1390453 problematic spliced reads
16800000 valid, 1398901 problematic spliced reads
16900000 valid, 1407169 problematic spliced reads
17000000 valid, 1415435 problematic spliced reads
17100000 valid, 1423773 problematic spliced reads
17200000 valid, 1432168 problematic spliced reads
17300000 valid, 1440482 problematic spliced reads
17400000 valid, 1448772 problematic spliced reads
17500000 valid, 1457108 problematic spliced reads
17600000 valid, 1465387 problematic spliced reads
17700000 valid, 1473858 problematic spliced reads
17800000 valid, 1482157 problematic spliced reads
17900000 valid, 1490589 problematic spliced reads
18000000 valid, 1498955 problematic spliced reads
18100000 valid, 1507255 problematic spliced reads
18200000 valid, 1515725 problematic spliced reads
18300000 valid, 1524159 problematic spliced reads
18400000 valid, 1532484 problematic spliced reads
18500000 valid, 1540859 problematic spliced reads
18600000 valid, 1549223 problematic spliced reads
18700000 valid, 1557396 problematic spliced reads
18800000 valid, 1565745 problematic spliced reads
18900000 valid, 1574175 problematic spliced reads
19000000 valid, 1582373 problematic spliced reads
19100000 valid, 1590731 problematic spliced reads
19200000 valid, 1599373 problematic spliced reads
19300000 valid, 1607519 problematic spliced reads
19400000 valid, 1615849 problematic spliced reads
